studyName,cruise,cycle,"size_fraction (mm)",day_night,"biomass_mean (mg/m³)","biomass_std (mg/m³)",biomass_n,"biomass_95cl (mg/m³)","int_biomass_mean (mg/m²)","int_biomass_std (mg/m²)",int_biomass_n,"int_biomass_95cl (mg/m²)",chl_phaeo_mean,chl_phaeo_std,chl_phaeo_n,chl_phaeo_95cl,int_chl_phaeo_mean,int_chl_phaeo_std,int_chl_phaeo_n,int_chl_phaeo_95cl,grazing_rate_mean,grazing_rate_std,grazing_rate_n,grazing_rate_95cl,"int_grazing_rate_mean (µg/m²/day)","int_grazing_rate_std (µg/m²/day)",int_grazing_rate_n,"int_grazing_rate_95cl (µg/m²/day)","int_grazing_rate_mg_mean (mg/m²/day)","int_grazing_rate_mg_std (mg/m²/day)",int_grazing_rate_mg_n,"int_grazing_rate_mg_95cl (mg/m²/day)","mass_specific_grazing_mean (ug/mg)","mass_specific_grazing_std (ug/mg)",mass_specific_grazing_n,"mass_specific_grazing_95cl (ug/mg)",mass_specific_grazing_rate_mean,mass_specific_grazing_rate_std,mass_specific_grazing_rate_n,mass_specific_grazing_rate_95cl
P0605KN,P0605,5,0.2,Day,0.380352,0.0606333,4,0.0964811,80.395,11.987,4,19.074,0.0135449,0.00631007,4,0.0100407,2.85389,1.2998,4,2.06826,0.0277662,0.0129353,4,0.0205829,140.407,63.948,4,101.756,0.140407,0.063948,4,0.101756,0.0353732,0.0155465,4,0.0247379,1.74031,0.764864,4,1.21707
P0605KN,P0605,5,Total,Day,1.41302,0.378414,4,0.60214,298.908,80.0883,4,127.438,0.0203708,0.00795753,4,0.0126622,4.29597,1.63213,4,2.59709,0.0417588,0.0163124,4,0.0259567,211.355,80.2985,4,127.773,0.211355,0.0802985,4,0.127773,0.0145448,0.0050187,4,0.00798587,0.715582,0.246912,4,0.392893
P0605KN,P0605,5,5,Night,0.27521,0.380714,4,0.605801,58.0105,79.9631,4,127.239,0.0010758,0.0013735,4,0.00218554,0.228182,0.291392,4,0.463669,0.00220532,0.00281558,4,0.00448022,11.2262,14.336,4,22.8118,0.0112262,0.014336,4,0.0228118,0.0119884,0.0179201,4,0.0285149,0.589811,0.881642,4,1.40289
P0605KN,P0605,5,2,Night,0.799515,0.194943,4,0.310199,169.384,40.2835,4,64.1001,0.00213802,0.00237003,4,0.00377125,0.455801,0.507266,4,0.807173,0.00438281,0.00485842,4,0.00773083,22.4247,24.9567,4,39.7117,0.0224247,0.0249567,4,0.0397117,0.00344191,0.00454778,4,0.00723654,0.169337,0.223744,4,0.356027
P0605KN,P0605,5,1,Night,2.02456,0.450444,4,0.716756,429.121,93.1021,4,148.146,0.00783878,0.00242095,4,0.00385228,1.66024,0.50281,4,0.800083,0.016069,0.0049628,4,0.00789693,81.6815,24.7375,4,39.3629,0.0816815,0.0247375,4,0.0393629,0.00387172,0.000839531,4,0.00133588,0.190483,0.0413037,4,0.0657233
P0605KN,P0605,5,0.5,Night,1.72188,0.420709,4,0.669442,365.534,91.0007,4,144.802,0.0231392,0.0129508,4,0.0206077,4.91023,2.74884,4,4.37402,0.0474339,0.0265484,4,0.0422445,241.576,135.239,4,215.195,0.241576,0.135239,4,0.215195,0.0135438,0.00631676,4,0.0100514,0.666337,0.310775,4,0.494513
P0605KN,P0605,5,0.2,Night,0.753907,0.0685498,4,0.109078,159.849,13.463,4,21.4226,0.0182113,0.00775954,4,0.0123472,3.86462,1.64792,4,2.6222,0.0373321,0.0159066,4,0.0253109,190.133,81.0751,4,129.009,0.190133,0.0810751,4,0.129009,0.0242346,0.00986318,4,0.0156945,1.19231,0.485254,4,0.772147
P0605KN,P0605,5,Total,Night,5.57507,0.993874,4,1.58147,1181.9,204.588,4,325.545,0.0524031,0.0225348,4,0.0358579,11.1191,4.78501,4,7.61402,0.107423,0.046195,4,0.0735065,547.042,235.415,4,374.599,0.547042,0.235415,4,0.374599,0.00961624,0.00406013,4,0.00646057,0.473105,0.199752,4,0.31785
P0605KN,P0605,5,5,"D-N average",0.173104,0.272495,8,0.227812,36.5241,57.2556,8,47.8669,0.000574343,0.00104737,8,0.000875622,0.121775,0.222211,8,0.185773,0.00117737,0.00214704,8,0.00179497,5.99116,10.9325,8,9.13978,0.00599115,0.0109325,8,0.00913978,0.00656851,0.0131009,8,0.0109526,0.323161,0.644545,8,0.538854
P0605KN,P0605,5,2,"D-N average",0.463506,0.382779,8,0.320012,98.1343,80.9193,8,67.6502,0.00121358,0.00184883,8,0.00154566,0.258334,0.395416,8,0.330576,0.00248776,0.00378998,8,0.00316851,12.7096,19.4539,8,16.2639,0.0127096,0.0194539,8,0.0162639,0.00289159,0.00331672,8,0.00277285,0.142262,0.163178,8,0.13642
P0605KN,P0605,5,1,"D-N average",1.13597,0.996017,8,0.832691,240.744,210.693,8,176.144,0.00444517,0.00396691,8,0.00331642,0.941583,0.837588,8,0.700241,0.00911233,0.00813193,8,0.00679846,46.3245,41.2081,8,34.4508,0.0463245,0.0412081,8,0.0344508,0.00414455,0.00112273,8,0.000938624,0.203906,0.0552365,8,0.0461789
P0605KN,P0605,5,0.5,"D-N average",1.15433,0.695347,8,0.581324,244.88,148.312,8,123.992,0.0142757,0.0130972,8,0.0109496,3.02657,2.78097,8,2.32495,0.0292644,0.0268485,8,0.0224459,148.903,136.82,8,114.384,0.148903,0.13682,8,0.114384,0.0107921,0.00632073,8,0.00528426,0.530956,0.310971,8,0.259978
P0605KN,P0605,5,0.2,"D-N average",0.567129,0.208468,8,0.174283,120.122,44.0791,8,36.8511,0.0158781,0.00700646,8,0.00585755,3.35925,1.47641,8,1.23431,0.0325492,0.0143628,8,0.0120076,165.27,72.637,8,60.726,0.16527,0.072637,8,0.060726,0.0298039,0.0134433,8,0.0112389,1.46631,0.661392,8,0.552938
P0605KN,P0605,5,Total,"D-N average",3.49405,2.3311,8,1.94885,740.404,493.407,8,412.499,0.036387,0.0231935,8,0.0193902,7.70752,4.92501,8,4.11741,0.074591,0.0475452,8,0.0397488,379.198,242.303,8,202.57,0.379198,0.242303,8,0.20257,0.0120805,0.00497992,8,0.00416332,0.594344,0.245005,8,0.204829
P0704TN,P0704,1,5,Day,0.381083,0.365437,4,0.581491,69.0856,64.7957,4,103.104,0.00161222,0.00109819,4,0.00174747,0.283976,0.189913,4,0.302194,0.00300843,0.00204926,4,0.00326083,12.7178,8.50518,4,13.5336,0.0127178,0.00850518,4,0.0135336,0.0260888,0.0451006,4,0.0717651,1.16838,2.01981,4,3.21397
P0704TN,P0704,1,2,Day,0.591377,0.199136,4,0.31687,107.137,39.0433,4,62.1267,0.02266,0.0237222,4,0.0377473,4.035,4.15086,4,6.60494,0.0422842,0.0442663,4,0.0704375,180.706,185.895,4,295.8,0.180706,0.185895,4,0.2958,0.0411985,0.03735,4,0.0594322,1.84506,1.67271,4,2.66165
P0704TN,P0704,1,1,Day,2.08036,1.03126,4,1.64096,370.399,171.183,4,272.39,0.140512,0.14841,4,0.236153,25.0761,26.766,4,42.5907,0.262199,0.276937,4,0.440668,1123.02,1198.71,4,1907.41,1.12302,1.19871,4,1.90741,0.0718329,0.0720356,4,0.114625,3.21701,3.22608,4,5.13342
P0704TN,P0704,1,0.5,Day,5.49942,4.41189,4,7.0203,968.633,747.781,4,1189.89,1.56183,1.24706,4,1.98435,279.867,214.851,4,341.876,2.91442,2.32704,4,3.70285,12533.7,9622.01,4,15310.8,12.5337,9.62201,4,15.3108,0.408735,0.330576,4,0.52602,18.305,14.8047,4,23.5576
P0704TN,P0704,1,0.2,Day,18.2299,9.83203,4,15.645,3259.42,1653.01,4,2630.3,2.38147,1.40631,4,2.23775,430.613,259.741,4,413.305,4.44388,2.62421,4,4.1757,19284.8,11632.4,4,18509.7,19.2848,11.6324,4,18.5097,0.145797,0.109038,4,0.173505,6.52944,4.88324,4,7.77033
P0704TN,P0704,1,Total,Day,26.7822,14.3959,4,22.907,4774.67,2393.61,4,3808.77,4.10809,1.77793,4,2.82909,739.875,316.359,4,503.397,7.66579,3.31766,4,5.27914,33135,14168,4,22544.4,33.135,14.168,4,22.5444,0.16128,0.055574,4,0.0884306,7.22287,2.48886,4,3.96033
P0704TN,P0704,1,5,Night,10.7576,5.79139,4,9.21539,2119.98,64.7957,4,103.104,0.0936367,0.0551151,4,0.0877005,18.4521,11.0896,4,17.646,0.174728,0.102846,4,0.163651,826.37,496.644,4,790.271,0.82637,0.496644,4,0.790271,0.011554,0.00958509,4,0.015252,0.517442,0.429264,4,0.683055
P0704TN,P0704,1,2,Night,13.8659,7.96914,4,12.6807,2704.23,39.0433,4,62.1267,0.0931235,0.0553633,4,0.0880954,18.3798,11.1916,4,17.8084,0.173771,0.103309,4,0.164388,823.133,501.212,4,797.541,0.823133,0.501212,4,0.797541,0.0121503,0.0161168,4,0.0256454,0.544147,0.721783,4,1.14852
P0704TN,P0704,1,1,Night,6.30366,5.36978,4,8.54452,1224.49,171.183,4,272.39,0.411665,0.28325,4,0.450714,80.5366,55.0869,4,87.6556,0.768177,0.528551,4,0.841043,3606.8,2467.05,4,3925.62,3.6068,2.46705,4,3.92562,0.0849828,0.080423,4,0.127971,3.80592,3.60171,4,5.73112
P0704TN,P0704,1,0.5,Night,7.19261,5.79574,4,9.22231,1396.9,747.781,4,1189.89,1.06163,0.813138,4,1.29388,208.488,161.13,4,256.393,1.98102,1.51733,4,2.41442,9337.07,7216.13,4,11482.5,9.33706,7.21613,4,11.4825,0.291596,0.427979,4,0.68101,13.059,19.1669,4,30.4988
P0704TN,P0704,1,0.2,Night,7.07294,1.94313,4,3.09195,1386.7,1653.01,4,2630.3,2.05819,0.728134,4,1.15862,402.813,139.135,4,221.395,3.84063,1.35872,4,2.16202,18039.8,6231.11,4,9915.08,18.0398,6.23111,4,9.91508,0.325557,0.18896,4,0.300678,14.5799,8.46251,4,13.4657
P0704TN,P0704,1,Total,Night,45.1927,17.648,4,28.0819,8832.3,2393.61,4,3808.77,3.71824,1.72181,4,2.73978,728.67,337.863,4,537.615,6.93833,3.21293,4,5.1125,32633.2,15131.1,4,24076.9,32.6332,15.1311,4,24.0769,0.107012,0.101592,4,0.161656,4.79251,4.54977,4,7.2397
P0704TN,P0704,1,5,"D-N average",5.56936,6.72274,8,5.62036,1094.53,1328.45,8,1110.61,0.0476245,0.0610078,8,0.0510038,9.36804,12.1256,8,10.1372,0.0789942,0.113842,8,0.0951744,419.544,543.039,8,453.992,0.419544,0.543039,8,0.453992,0.0188214,0.0332038,8,0.0277591,0.842909,1.39587,8,1.16698
P0704TN,P0704,1,2,"D-N average",7.22863,8.808,8,7.36367,1405.68,1708.14,8,1428.04,0.0578918,0.0545288,8,0.0455872,11.2074,10.9479,8,9.15267,0.0960244,0.101752,8,0.0850669,501.919,490.297,8,409.899,0.501919,0.490297,8,0.409899,0.0266744,0.031738,8,0.0265337,1.1946,1.38055,8,1.15417
P0704TN,P0704,1,1,"D-N average",4.19201,4.23196,8,3.53801,797.446,813.076,8,679.749,0.276089,0.254619,8,0.212867,52.8064,49.8637,8,41.6871,0.457945,0.475125,8,0.397215,2364.91,2233.12,8,1866.94,2.36491,2.23312,8,1.86694,0.0784078,0.0762297,8,0.0637296,3.51146,3.18105,8,2.65942
P0704TN,P0704,1,0.5,"D-N average",6.34602,4.85357,8,4.05768,1182.76,897.761,8,750.547,1.31173,1.01062,8,0.8449,244.178,179.905,8,150.404,2.17575,1.88584,8,1.5766,10935.4,8056.98,8,6735.8,10.9354,8.05698,8,6.7358,0.350165,0.369555,8,0.308955,15.682,16.101,8,13.4607
P0704TN,P0704,1,0.2,"D-N average",12.6514,8.8664,8,7.41249,2323.06,1493.93,8,1248.96,2.21983,1.05103,8,0.878684,416.713,193.471,8,161.746,3.682,1.96125,8,1.63965,18662.3,8664.52,8,7243.72,18.6623,8.66452,8,7.24372,0.235677,0.182901,8,0.152909,10.5547,7.70901,8,6.44489
P0704TN,P0704,1,Total,"D-N average",35.9875,17.8645,8,14.9351,6803.48,3443.21,8,2878.59,3.91316,1.63362,8,1.36574,734.272,303.068,8,253.372,6.49072,3.04837,8,2.5485,32884.1,13572.8,8,11347.1,32.8841,13.5728,8,11.3471,0.134146,0.0808726,8,0.0676111,6.00769,3.6351,8,3.03902
P0704TN,P0704,2,5,Day,0.0312698,0.018371,4,0.0292324,6.01095,3.45553,4,5.49852,0.000592451,0.000715224,4,0.00113808,0.123422,0.15945,4,0.253721,0.0012453,0.00150336,4,0.00239218,6.22619,8.0437,4,12.7993,0.00622619,0.0080437,4,0.0127993,0.0238433,0.031386,4,0.0499422,1.20281,1.58332,4,2.51941
P0704TN,P0704,2,2,Day,0.152246,0.0833458,4,0.132622,29.9528,17.8729,4,28.4398,0.000803644,0.000551164,4,0.000877026,0.147713,0.083362,4,0.132648,0.00168921,0.00115851,4,0.00184345,7.45161,4.20532,4,6.69161,0.00745161,0.00420532,4,0.00669161,0.00627567,0.00450798,4,0.00717321,0.316586,0.227412,4,0.361863
P0704TN,P0704,2,1,Day,0.629081,0.159086,4,0.253141,120.535,14.9306,4,23.7578,0.0255083,0.0135812,4,0.0216107,4.77904,2.15733,4,3.4328,0.0536168,0.0285468,4,0.0454243,241.086,108.83,4,173.173,0.241086,0.10883,4,0.173173,0.0392868,0.0163476,4,0.0260126,1.98188,0.824678,4,1.31225
P0704TN,P0704,2,0.5,Day,0.640943,0.239014,4,0.380325,121.931,29.7274,4,47.3029,0.0232734,0.0067696,4,0.0107719,4.45891,0.954677,4,1.5191,0.0489192,0.0142293,4,0.022642,224.936,48.1601,4,76.6335,0.224936,0.0481601,4,0.0766335,0.0385443,0.0150656,4,0.0239727,1.94443,0.760005,4,1.20934
P0704TN,P0704,2,0.2,Day,1.50086,0.44085,4,0.701491,292.023,88.8096,4,141.316,0.055118,0.0295611,4,0.0470382,10.2849,4.32507,4,6.88216,0.115855,0.0621355,4,0.0988715,518.836,218.185,4,347.181,0.518836,0.218185,4,0.347181,0.037033,0.017949,4,0.0285609,1.86818,0.905467,4,1.4408
P0704TN,P0704,2,Total,Day,2.9544,0.717911,4,1.14236,570.453,108.945,4,173.356,0.105296,0.047917,4,0.0762467,19.7939,6.82505,4,10.8602,0.221325,0.100719,4,0.160266,998.536,344.3,4,547.858,0.998536,0.3443,4,0.547858,0.0356391,0.0144404,4,0.0229779,1.79787,0.728469,4,1.15916
P0704TN,P0704,2,5,Night,0.615793,0.0977385,4,0.155524,119.886,19.8972,4,31.6609,0.000642427,0.00016684,3,0.000414455,0.126115,0.0427185,3,0.106119,0.00135034,0.000350688,3,0.000871158,6.36204,2.155,3,5.35331,0.00636204,0.002155,3,0.00535331,0.000983387,0.000204024,3,0.000506823,0.0496085,0.0102923,3,0.0255674
P0704TN,P0704,2,2,Night,1.2738,0.376772,4,0.599528,245.585,63.3884,4,100.865,0.00316593,0.00061947,4,0.000985715,0.6147,0.11236,4,0.178789,0.00665459,0.00130209,4,0.00207191,31.0095,5.66816,4,9.0193,0.0310095,0.00566816,4,0.0090193,0.00273663,0.00121843,4,0.0019388,0.138054,0.0614658,4,0.0978058
P0704TN,P0704,2,1,Night,2.33263,0.420563,4,0.66921,452.064,66.9865,4,106.59,0.0276551,0.00529729,4,0.00842917,5.46943,1.5006,4,2.38779,0.0581293,0.0111346,4,0.0177176,275.913,75.6999,4,120.455,0.275914,0.0756999,4,0.120455,0.0121242,0.00274058,4,0.00436088,0.611626,0.138253,4,0.219991
P0704TN,P0704,2,0.5,Night,1.30226,0.270472,4,0.430381,253.109,52.664,4,83.8001,0.039593,0.017501,4,0.0278479,7.81021,3.93426,4,6.26029,0.0832222,0.036786,4,0.0585347,393.998,198.47,4,315.81,0.393998,0.19847,4,0.31581,0.0295747,0.0089382,4,0.0142227,1.49194,0.450901,4,0.717484
P0704TN,P0704,2,0.2,Night,1.91485,0.806582,4,1.28345,363.703,118.807,4,189.048,0.0512116,0.0198542,4,0.0315924,10.2334,4.7104,4,7.4953,0.107644,0.0417322,4,0.0664053,516.237,237.623,4,378.112,0.516237,0.237623,4,0.378112,0.0310305,0.0166026,4,0.0264185,1.56538,0.837545,4,1.33272
P0704TN,P0704,2,Total,Night,7.43933,1.7052,4,2.71336,1434.35,234.005,4,372.354,0.122107,0.0405264,4,0.0644866,24.2223,9.81911,4,15.6244,0.256662,0.0851841,4,0.135547,1221.93,495.34,4,788.197,1.22193,0.49534,4,0.788197,0.0169074,0.0059821,4,0.00951885,0.852918,0.301776,4,0.480193
P0704TN,P0704,2,5,"D-N average",0.323531,0.319152,8,0.266818,62.9484,62.288,8,52.0741,0.000613869,0.000515524,7,0.00047678,0.124576,0.115423,7,0.106749,0.00129032,0.00114275,7,0.00105687,6.28441,5.8227,7,5.3851,0.00628441,0.0058227,7,0.0053851,0.0140462,0.025335,7,0.023431,0.62001,1.27806,7,1.18201
P0704TN,P0704,2,2,"D-N average",0.713023,0.650548,8,0.543871,137.769,123.061,8,102.881,0.00198479,0.00137443,8,0.00114905,0.381207,0.265888,8,0.222288,0.0041719,0.00295672,8,0.00247188,19.2305,13.4131,8,11.2137,0.0192305,0.0134131,8,0.0112137,0.00450615,0.00359502,8,0.00300551,0.202062,0.181356,8,0.151617
P0704TN,P0704,2,1,"D-N average",1.48085,0.956982,8,0.800057,286.3,182.816,8,152.838,0.0265817,0.0096121,8,0.00803591,5.12423,1.7595,8,1.47098,0.055873,0.0202158,8,0.0169009,258.5,88.7607,8,74.2058,0.2585,0.0887607,8,0.0742058,0.0257055,0.018126,8,0.0151537,1.15267,0.914395,8,0.764453
P0704TN,P0704,2,0.5,"D-N average",0.9716,0.425193,8,0.35547,187.52,80.5223,8,67.3184,0.0314332,0.0150665,8,0.0125959,6.13456,3.19893,8,2.67437,0.0660707,0.0341623,8,0.0285604,309.467,161.375,8,134.913,0.309467,0.161375,8,0.134913,0.0340595,0.0124298,8,0.0103916,1.52727,0.62704,8,0.524218
P0704TN,P0704,2,0.2,"D-N average",1.70785,0.641154,8,0.536018,327.863,104.391,8,87.2732,0.0531648,0.0234053,8,0.0195673,10.2591,4.1865,8,3.50001,0.111749,0.0530616,8,0.0443606,517.536,211.195,8,176.563,0.517536,0.211195,8,0.176563,0.0340317,0.0163248,8,0.0136479,1.52603,0.823532,8,0.68849
P0704TN,P0704,2,Total,"D-N average",5.19686,2.68591,8,2.24547,1002.4,491.719,8,411.087,0.113702,0.0420553,8,0.0351591,22.0081,8.17845,8,6.83735,0.238994,0.0951344,8,0.0795343,1110.23,412.574,8,344.921,1.11023,0.412574,8,0.344921,0.0262732,0.0143163,8,0.0119687,1.17813,0.722205,8,0.603779
P0704TN,P0704,3,5,Day,0.226692,,1,,55.2048,,1,,0.00364577,,1,,0.88783,,1,,0.0065652,,1,,38.3707,,1,,0.0383707,,1,,0.0160825,,1,,0.695061,,1,
P0704TN,P0704,3,2,Day,1.30123,,1,,316.88,,1,,0.0133113,,1,,3.2416,,1,,0.0239706,,1,,140.097,,1,,0.140097,,1,,0.0102297,,1,,0.442115,,1,
P0704TN,P0704,3,1,Day,1.78397,,1,,434.439,,1,,0.036386,,1,,8.86084,,1,,0.0655229,,1,,382.952,,1,,0.382952,,1,,0.020396,,1,,0.881487,,1,
P0704TN,P0704,3,0.5,Day,4.20988,,1,,1025.2,,1,,0.0619775,,1,,15.093,,1,,0.111607,,1,,652.296,,1,,0.652296,,1,,0.0147219,,1,,0.63626,,1,
P0704TN,P0704,3,0.2,Day,2.94644,,1,,717.526,,1,,0.114976,,1,,27.9992,,1,,0.207045,,1,,1210.09,,1,,1.21009,,1,,0.0390219,,1,,1.68647,,1,
P0704TN,P0704,3,Total,Day,10.4682,,1,,2549.25,,1,,0.230296,,1,,56.0825,,1,,0.414711,,1,,2423.8,,1,,2.4238,,1,,0.0219996,,1,,0.950789,,1,
P0704TN,P0704,3,5,Night,11.444,,1,,2022.82,,1,,0.112615,,1,,19.9056,,1,,0.202793,,1,,860.292,,1,,0.860292,,1,,0.00984051,,1,,0.425292,,1,
P0704TN,P0704,3,2,Night,21.8811,,1,,3867.68,,1,,0.0965266,,1,,17.0619,,1,,0.173822,,1,,737.392,,1,,0.737392,,1,,0.00441141,,1,,0.190655,,1,
P0704TN,P0704,3,1,Night,6.03919,,1,,1067.48,,1,,0.287737,,1,,50.86,,1,,0.518148,,1,,2198.1,,1,,2.1981,,1,,0.0476449,,1,,2.05914,,1,
P0704TN,P0704,3,0.5,Night,9.18718,,1,,1623.92,,1,,4.90469,,1,,866.948,,1,,8.83224,,1,,37468.2,,1,,37.4682,,1,,0.533863,,1,,23.0728,,1,
P0704TN,P0704,3,0.2,Night,5.82026,,1,,1028.78,,1,,3.00929,,1,,531.918,,1,,5.41904,,1,,22988.7,,1,,22.9887,,1,,0.517037,,1,,22.3456,,1,
P0704TN,P0704,3,Total,Night,54.3717,,1,,9610.68,,1,,8.41086,,1,,1486.69,,1,,15.146,,1,,64252.7,,1,,64.2527,,1,,0.154692,,1,,6.68555,,1,
P0704TN,P0704,3,5,"D-N average",5.83533,7.93182,2,71.2646,1039.01,1391.32,2,12500.5,0.0581302,0.0770526,2,0.69229,10.3967,13.4476,2,120.822,0.104679,0.138754,2,1.24666,449.331,581.186,2,5221.75,0.449331,0.581186,2,5.22175,0.0129615,0.00441375,2,0.0396559,0.560177,0.190756,2,1.71387
P0704TN,P0704,3,2,"D-N average",11.5912,14.5522,2,130.746,2092.28,2510.79,2,22558.6,0.0549189,0.0588421,2,0.528676,10.1518,9.77245,2,87.802,0.0988965,0.105961,2,0.952024,438.745,422.351,2,3794.67,0.438745,0.422351,2,3.79467,0.00732058,0.00411418,2,0.0369645,0.316385,0.177809,2,1.59755
P0704TN,P0704,3,1,"D-N average",3.91158,3.00889,2,27.0338,750.96,447.628,2,4021.78,0.162061,0.177732,2,1.59686,29.8604,29.6979,2,266.825,0.291836,0.320054,2,2.87557,1290.52,1283.5,2,11531.8,1.29052,1.2835,2,11.5318,0.0340205,0.0192679,2,0.173115,1.47031,0.832729,2,7.48177
P0704TN,P0704,3,0.5,"D-N average",6.69853,3.51948,2,31.6213,1324.56,423.354,2,3803.68,2.48334,3.42432,2,30.7663,441.021,602.353,2,5411.92,4.47192,6.16642,2,55.403,19060.3,26032.8,2,233895,19.0603,26.0328,2,233.895,0.274292,0.367088,2,3.29815,11.8545,15.865,2,142.541
P0704TN,P0704,3,0.2,"D-N average",4.38335,2.0321,2,18.2577,873.154,220.091,2,1977.44,1.56213,2.04659,2,18.3878,279.959,356.324,2,3201.45,2.81304,3.68544,2,33.1123,12099.4,15399.8,2,138362,12.0994,15.3998,2,138.362,0.278029,0.338007,2,3.03688,12.016,14.6082,2,131.249
P0704TN,P0704,3,Total,"D-N average",32.42,31.0445,2,278.923,6079.97,4993.19,2,44862,4.32058,5.78453,2,51.9719,771.388,1011.6,2,9088.82,7.78037,10.4166,2,93.5896,33338.3,43719.7,2,392806,33.3383,43.7197,2,392.806,0.0883457,0.0938276,2,0.843007,3.81817,4.05509,2,36.4335
P0704TN,P0704,4,5,Day,2.35387,3.17081,4,5.04547,306.784,540.205,4,859.587,0.0108744,0.00467191,4,0.00743406,2.04839,0.711033,4,1.13141,0.0206014,0.00885087,4,0.0140837,93.1353,32.329,4,51.4426,0.0931353,0.032329,4,0.0514426,0.54859,0.0269414,4,0.0428698,24.9431,47.4562,4,75.5134
P0704TN,P0704,4,2,Day,1.66231,1.10196,4,1.75346,242.869,205.908,4,327.646,0.021044,0.0143038,4,0.0227605,4.13353,2.87958,4,4.58205,0.0398675,0.0270982,4,0.0431194,187.942,130.928,4,208.335,0.187942,0.130928,4,0.208335,0.0673661,0.00850417,4,0.013532,3.06298,5.00685,4,7.96701
P0704TN,P0704,4,1,Day,1.99309,0.367552,4,0.584858,375.407,48.9471,4,77.8858,0.0958733,0.0617917,4,0.0983243,17.8295,10.0119,4,15.9312,0.18163,0.117063,4,0.186274,810.666,455.217,4,724.352,0.810666,0.455217,4,0.724352,0.0457238,0.0266029,4,0.0423312,2.07895,0.988989,4,1.5737
P0704TN,P0704,4,0.5,Day,4.48752,0.779884,4,1.24097,798.021,129.91,4,206.715,0.18809,0.158128,4,0.251616,34.4499,25.6507,4,40.8159,0.356334,0.29957,4,0.476683,1566.35,1166.27,4,1855.8,1.56635,1.16627,4,1.8558,0.0434941,0.0365599,4,0.0581749,1.97757,1.36088,4,2.16546
P0704TN,P0704,4,0.2,Day,8.00096,1.81072,4,2.88126,1367.21,372.152,4,592.177,0.712527,0.6872,4,1.09349,132.642,123.167,4,195.986,1.34987,1.30189,4,2.0716,6030.91,5600.09,4,8910.99,6.03091,5.60009,4,8.91099,0.094321,0.0905692,4,0.144116,4.28855,3.80128,4,6.04869
P0704TN,P0704,4,Total,Day,18.4977,5.93693,4,9.44697,3090.29,934.91,4,1487.65,1.02841,0.855766,4,1.36171,191.103,147.381,4,234.517,1.9483,1.62123,4,2.57975,8689,6701.08,4,10662.9,8.689,6.70108,4,10.6629,0.0574629,0.0382454,4,0.060857,2.6127,1.46989,4,2.33893
P0704TN,P0704,4,5,Night,3.9267,2.8143,4,4.47818,696.41,494.036,4,786.121,0.0105819,0.006944,4,0.0110495,1.86205,1.06368,4,1.69255,0.0200472,0.0131553,4,0.020933,84.6629,48.363,4,76.9563,0.0846629,0.048363,4,0.0769563,0.00386573,0.00279773,4,0.00445181,0.175765,0.127206,4,0.202413
P0704TN,P0704,4,2,Night,7.68056,3.48869,4,5.55129,1350.99,533.699,4,849.235,0.0301634,0.006956,4,0.0110685,5.46427,1.36404,4,2.17049,0.0571441,0.013178,4,0.0209692,248.447,62.0196,4,98.687,0.248447,0.0620196,4,0.098687,0.00520658,0.0042876,4,0.00682253,0.236731,0.194947,4,0.310204
P0704TN,P0704,4,1,Night,5.81651,1.46739,4,2.33495,1067.17,341.088,4,542.747,0.112463,0.0326287,4,0.0519196,20.148,4.87878,4,7.76323,0.21306,0.0618146,4,0.0983608,916.083,221.826,4,352.975,0.916083,0.221826,4,0.352975,0.0214379,0.011304,4,0.0179871,0.974728,0.513964,4,0.817831
P0704TN,P0704,4,0.5,Night,6.5056,1.76526,4,2.80892,1196.21,410.052,4,652.484,0.260156,0.114656,4,0.182444,46.3579,19.1248,4,30.4318,0.492862,0.217214,4,0.345636,2107.78,869.558,4,1383.66,2.10778,0.869558,4,1.38366,0.0425678,0.0215916,4,0.0343571,1.93545,0.981719,4,1.56213
P0704TN,P0704,4,0.2,Night,6.23043,2.19859,4,3.49845,1111.07,310.969,4,494.821,0.269424,0.142936,4,0.227443,47.5379,22.392,4,35.6306,0.51042,0.27079,4,0.430887,2161.44,1018.11,4,1620.04,2.16144,1.01811,4,1.62004,0.0420474,0.0143313,4,0.0228043,1.91179,0.65161,4,1.03686
P0704TN,P0704,4,Total,Night,30.1598,4.01136,4,6.38296,5421.85,377.089,4,600.032,0.682789,0.285014,4,0.453521,121.37,44.466,4,70.7554,1.29353,0.539954,4,0.859187,5518.41,2021.76,4,3217.08,5.51841,2.02176,4,3.21708,0.0225344,0.00851051,4,0.0135421,1.02459,0.386952,4,0.615728
P0704TN,P0704,4,5,"D-N average",2.8465,3.00613,8,2.51319,501.597,522.535,8,436.85,0.0107281,0.00548125,8,0.00458244,1.95522,0.843496,8,0.70518,0.0203243,0.0103841,8,0.00868136,88.8991,38.3517,8,32.0629,0.0888991,0.0383517,8,0.0320629,0.276228,0.742739,8,0.620945,12.5594,33.7706,8,28.2329
P0704TN,P0704,4,2,"D-N average",4.48265,4.17422,8,3.48973,796.927,700.769,8,585.858,0.0256037,0.0114971,8,0.00961179,4.7989,2.20387,8,1.84248,0.0485058,0.021781,8,0.0182094,218.195,100.205,8,83.7734,0.218195,0.100205,8,0.0837734,0.0362863,0.0794277,8,0.0664032,1.64985,3.61139,8,3.0192
