studyName,cruise,cycle,"size_fraction (mm)",day_night,"biomass_mean (mg/m³)","biomass_std (mg/m³)",biomass_n,"biomass_95cl (mg/m³)","int_biomass_mean (mg/m²)","int_biomass_std (mg/m²)",int_biomass_n,"int_biomass_95cl (mg/m²)",chl_phaeo_mean,chl_phaeo_std,chl_phaeo_n,chl_phaeo_95cl,int_chl_phaeo_mean,int_chl_phaeo_std,int_chl_phaeo_n,int_chl_phaeo_95cl,grazing_rate_mean,grazing_rate_std,grazing_rate_n,grazing_rate_95cl,"int_grazing_rate_mean (µg/m²/day)","int_grazing_rate_std (µg/m²/day)",int_grazing_rate_n,"int_grazing_rate_95cl (µg/m²/day)","int_grazing_rate_mg_mean (mg/m²/day)","int_grazing_rate_mg_std (mg/m²/day)",int_grazing_rate_mg_n,"int_grazing_rate_mg_95cl (mg/m²/day)","mass_specific_grazing_mean (ug/mg)","mass_specific_grazing_std (ug/mg)",mass_specific_grazing_n,"mass_specific_grazing_95cl (ug/mg)",mass_specific_grazing_rate_mean,mass_specific_grazing_rate_std,mass_specific_grazing_rate_n,mass_specific_grazing_rate_95cl
P1706,P1706,1,1,"D-N average",17.3169,13.7354,6,14.4144,3410.61,2690.83,6,2823.86,0.490654,0.0994216,6,0.104337,97.593,13.533,6,14.2021,0.982499,0.199085,6,0.208927,4690.15,650.375,6,682.526,4.69015,0.650375,6,0.682526,0.0515408,0.0474807,6,0.0498279,2.47696,2.28184,6,2.39464
P1706,P1706,1,0.5,"D-N average",5.30919,1.81273,6,1.90234,1068.4,371.488,6,389.852,0.421592,0.136078,6,0.142805,83.4952,23.5217,6,24.6845,0.844207,0.272486,6,0.285956,4012.63,1130.41,6,1186.29,4.01263,1.13041,6,1.18629,0.0930302,0.0541821,6,0.0568606,4.47087,2.6039,6,2.73263
P1706,P1706,1,0.2,"D-N average",3.38441,2.71304,6,2.84716,683.597,550.23,6,577.431,0.362596,0.193042,6,0.202585,72.6512,38.5968,6,40.5049,0.726074,0.386552,6,0.405662,3491.49,1854.9,6,1946.59,3.49149,1.8549,6,1.94659,0.182019,0.236887,6,0.248598,8.74753,11.3844,6,11.9472
P1706,P1706,1,Total,"D-N average",52.6573,24.3791,6,25.5843,10499.5,4668.44,6,4899.23,1.71577,0.492927,6,0.517295,340.484,82.3797,6,86.4522,3.4357,0.987052,6,1.03585,16363.1,3959.03,6,4154.74,16.3631,3.95903,6,4.15474,0.0344094,0.00786886,6,0.00825787,1.65365,0.378164,6,0.396859
P1706,P1706,2,5,Day,8.95372,1.54163,4,2.45308,1864.31,351.295,4,558.989,0.0469699,0.01808,4,0.0287693,9.74739,3.75725,4,5.97862,0.0939817,0.0361761,4,0.0575642,468.084,180.428,4,287.102,0.468084,0.180428,4,0.287102,0.00556588,0.00300053,4,0.00477451,0.267282,0.144089,4,0.229279
P1706,P1706,2,2,Day,4.53444,3.39192,4,5.3973,949.618,731.686,4,1164.28,0.0645091,0.033373,4,0.0531039,13.4957,7.03112,4,11.1881,0.129076,0.0667758,4,0.106255,648.084,337.644,4,537.267,0.648084,0.337644,4,0.537267,0.0225047,0.021225,4,0.0337736,1.08071,1.01925,4,1.62186
P1706,P1706,2,1,Day,3.98827,1.70331,4,2.71034,831.721,363.225,4,577.972,0.074359,0.028609,4,0.0455233,15.4777,6.05645,4,9.63717,0.148784,0.0572435,4,0.0910872,743.259,290.839,4,462.79,0.743259,0.290839,4,0.46279,0.0194339,0.00659424,4,0.0104929,0.933244,0.316665,4,0.503885
P1706,P1706,2,0.5,Day,3.28497,1.17844,4,1.87516,682.226,245.991,4,391.427,0.0916797,0.0128654,4,0.0204717,19.0899,2.98727,4,4.75341,0.183441,0.0257422,4,0.0409616,916.723,143.453,4,228.265,0.916723,0.143453,4,0.228265,0.0308169,0.012542,4,0.019957,1.47987,0.602282,4,0.958366
P1706,P1706,2,0.2,Day,4.40497,0.564139,4,0.897671,913.646,101.096,4,160.867,0.0755729,0.0452491,4,0.0720014,15.6304,9.33617,4,14.8559,0.151213,0.0905386,4,0.144067,750.593,448.336,4,713.403,0.750593,0.448336,4,0.713403,0.0170188,0.0102027,4,0.0162348,0.817267,0.48995,4,0.77962
P1706,P1706,2,Total,Day,25.1664,4.22323,4,6.7201,5241.52,978.749,4,1557.41,0.353091,0.112106,4,0.178386,73.441,23.6344,4,37.6077,0.706496,0.224312,4,0.356931,3526.74,1134.96,4,1805.97,3.52674,1.13496,4,1.80597,0.0146716,0.00669644,4,0.0106555,0.704551,0.321573,4,0.511694
P1706,P1706,2,5,Night,16.1276,5.46683,4,8.69895,3346.22,1069.65,4,1702.05,0.052831,0.022487,4,0.0357819,11.1317,5.05359,4,8.04139,0.105709,0.0449942,4,0.0715958,534.56,242.68,4,386.159,0.53456,0.24268,4,0.386159,0.00422203,0.00387538,4,0.00616659,0.202748,0.186101,4,0.296129
P1706,P1706,2,2,Night,6.52843,4.94428,4,7.86745,1331.12,949.646,4,1511.1,0.0768067,0.0410937,4,0.0653893,15.8395,8.21351,4,13.0695,0.153682,0.0822241,4,0.130837,760.635,394.424,4,627.617,0.760635,0.394424,4,0.627617,0.0160286,0.0149779,4,0.0238333,0.769717,0.719262,4,1.14451
P1706,P1706,2,1,Night,5.43156,2.36125,4,3.75727,1131.84,503.113,4,800.565,0.0991466,0.0291966,4,0.0464583,20.7121,6.32261,4,10.0607,0.198382,0.0584193,4,0.0929581,994.623,303.621,4,483.128,0.994623,0.303621,4,0.483128,0.0201431,0.00688868,4,0.0109614,0.967301,0.330804,4,0.526383
P1706,P1706,2,0.5,Night,4.71478,1.77261,4,2.82062,993.095,402.908,4,641.116,0.114322,0.0468107,4,0.0744862,23.7805,9.4905,4,15.1015,0.228746,0.0936631,4,0.149039,1141.97,455.747,4,725.196,1.14197,0.455747,4,0.725196,0.0257689,0.0132361,4,0.0210615,1.23746,0.635614,4,1.0114
P1706,P1706,2,0.2,Night,4.72095,2.61587,4,4.16244,991.687,572.343,4,910.726,0.150694,0.0516648,4,0.0822101,31.5124,11.3183,4,18.01,0.301523,0.103376,4,0.164494,1513.27,543.521,4,864.864,1.51327,0.543521,4,0.864864,0.0342498,0.00623051,4,0.00991414,1.64473,0.299198,4,0.476091
P1706,P1706,2,Total,Night,37.5233,6.14991,4,9.78588,7793.96,935.846,4,1489.14,0.493801,0.166012,4,0.264162,102.976,35.2478,4,56.087,0.988042,0.332172,4,0.52856,4945.06,1692.65,4,2693.38,4.94506,1.69265,4,2.69338,0.0132763,0.00464279,4,0.00738772,0.637546,0.222953,4,0.354769
P1706,P1706,2,5,"D-N average",12.5406,5.34143,8,4.46555,2605.27,1081.98,8,904.561,0.0499004,0.0191474,8,0.0160076,10.4395,4.18841,8,3.5016,0.0998454,0.0383119,8,0.0320296,501.322,201.133,8,168.152,0.501322,0.201133,8,0.168152,0.00489395,0.00328801,8,0.00274885,0.308084,0.157895,8,0.132003
P1706,P1706,2,2,"D-N average",5.53144,4.06738,8,3.40041,1140.37,810.878,8,677.911,0.0706579,0.0352741,8,0.0294899,14.6676,7.1881,8,6.0094,0.141379,0.0705796,8,0.059006,704.36,345.183,8,288.58,0.70436,0.345183,8,0.28858,0.0192667,0.0173551,8,0.0145092,0.938871,0.833416,8,0.696753
P1706,P1706,2,1,"D-N average",4.70991,2.05623,8,1.71905,981.78,436.759,8,365.139,0.0867528,0.0298606,8,0.0249641,18.0949,6.37816,8,5.33227,0.173583,0.0597479,8,0.0499505,868.941,306.288,8,256.063,0.868941,0.306288,8,0.256063,0.0197885,0.00625437,8,0.00522878,0.949402,0.300344,8,0.251094
P1706,P1706,2,0.5,"D-N average",3.99988,1.58931,8,1.3287,837.66,350.88,8,293.343,0.103001,0.0340076,8,0.0284311,21.4352,6.9794,8,5.83493,0.206094,0.0680456,8,0.0568875,1029.35,335.161,8,280.201,1.02935,0.335161,8,0.280201,0.0282929,0.0122384,8,0.0102315,1.22713,0.587704,8,0.491333
P1706,P1706,2,0.2,"D-N average",4.56296,1.75999,8,1.47138,952.667,382.767,8,320.001,0.113134,0.060281,8,0.0503962,23.5714,12.819,8,10.7169,0.226368,0.120616,8,0.100837,1131.93,615.585,8,514.642,1.13193,0.615585,8,0.514642,0.0256343,0.0120864,8,0.0101045,1.15879,0.580405,8,0.48523
P1706,P1706,2,Total,"D-N average",31.3448,8.2146,8,6.86758,6517.74,1627.06,8,1360.25,0.423446,0.151177,8,0.126387,88.2086,31.9545,8,26.7146,0.847269,0.302489,8,0.252887,4235.9,1534.5,8,1282.87,4.2359,1.5345,8,1.28287,0.0139739,0.00538632,8,0.00450308,0.649757,0.258659,8,0.216244
P1706,P1706,3,5,Day,6.64457,3.24972,3,8.07274,1436.86,705.93,3,1753.63,0.0277942,0.015384,3,0.0382161,6.00119,3.29958,3,8.19661,0.0606983,0.0335964,3,0.0834581,314.536,172.939,3,429.603,0.314536,0.172939,3,0.429603,0.00427109,0.00138328,3,0.00343625,0.223858,0.0725008,3,0.180102
P1706,P1706,3,2,Day,9.42646,7.48722,3,18.5993,2036.69,1615.37,3,4012.81,0.126055,0.1543,3,0.383302,27.3466,33.5773,3,83.4107,0.275284,0.336968,3,0.837074,1433.3,1759.87,3,4371.75,1.4333,1.75987,3,4.37175,0.0173056,0.0118452,3,0.0294251,0.907029,0.620834,3,1.54224
P1706,P1706,3,1,Day,7.17939,5.64052,3,14.0118,1555.9,1230.01,3,3055.52,0.0527562,0.0323216,3,0.0802914,11.4264,7.06132,3,17.5413,0.115211,0.0705855,3,0.175344,598.886,370.1,3,919.38,0.598886,0.3701,3,0.91938,0.00804552,0.00137341,3,0.00341173,0.421684,0.0719835,3,0.178817
P1706,P1706,3,0.5,Day,2.5931,1.2264,3,3.04655,561.089,267.961,3,665.652,0.0453277,0.0272741,3,0.0677526,9.81593,5.95973,3,14.8048,0.0989887,0.0595625,3,0.147961,514.476,312.363,3,775.954,0.514476,0.312363,3,0.775954,0.0173216,0.00428754,3,0.0106508,0.907866,0.22472,3,0.558236
P1706,P1706,3,0.2,Day,2.4723,1.58615,3,3.94022,535.557,346.33,3,860.332,0.0968907,0.0208109,3,0.0516971,20.9461,4.54509,3,11.2906,0.211595,0.0454478,3,0.112899,1097.83,238.219,3,591.768,1.09783,0.238219,3,0.591768,0.0496514,0.0303134,3,0.0753026,2.60235,1.58879,3,3.94679
P1706,P1706,3,Total,Day,28.3158,15.8294,3,39.3224,6126.11,3446.95,3,8562.7,0.348823,0.231129,3,0.574157,75.5362,50.4438,3,125.309,0.761777,0.504751,3,1.25387,3959.03,2643.88,3,6567.76,3.95903,2.64388,3,6.56776,0.0124901,0.00316077,3,0.00785178,0.654638,0.165663,3,0.41153
P1706,P1706,3,5,Night,8.82144,7.09228,3,17.6182,1792.41,1358.32,3,3374.26,0.0278106,0.0132069,3,0.0328077,5.83187,2.94773,3,7.32257,0.0607341,0.0288418,3,0.071647,305.662,154.497,3,383.793,0.305662,0.154497,3,0.383793,0.0053089,0.00560946,3,0.0139347,0.278252,0.294005,3,0.730349
P1706,P1706,3,2,Night,8.93421,12.1962,3,30.2971,1918.57,2651.43,3,6586.52,0.0620982,0.0426815,3,0.106027,13.1027,9.46789,3,23.5195,0.135613,0.0932098,3,0.231546,686.744,496.234,3,1232.71,0.686744,0.496234,3,1.23271,0.0151165,0.0102315,3,0.0254164,0.792292,0.536256,3,1.33213
P1706,P1706,3,1,Night,5.49466,2.14081,3,5.31806,1158.29,484.336,3,1203.16,0.0384514,0.0377227,3,0.0937083,8.22522,8.24435,3,20.4801,0.0839721,0.0823805,3,0.204645,431.103,432.106,3,1073.41,0.431103,0.432106,3,1.07341,0.0063611,0.00546369,3,0.0135726,0.3334,0.286365,3,0.711369
P1706,P1706,3,0.5,Night,3.22603,0.960274,3,2.38545,678.613,226.104,3,561.674,0.0598483,0.0453884,3,0.112751,12.6345,10.0227,3,24.8977,0.1307,0.0991212,3,0.246231,662.203,525.312,3,1304.95,0.662203,0.525312,3,1.30495,0.0187928,0.0113885,3,0.0282905,0.984976,0.596896,3,1.48277
P1706,P1706,3,0.2,Night,3.11751,1.62762,3,4.04323,659.451,367.571,3,913.096,0.0801777,0.0298873,3,0.0742443,16.8362,6.88349,3,17.0995,0.175096,0.0652694,3,0.162138,882.426,360.78,3,896.227,0.882426,0.36078,3,0.896227,0.02807,0.00964123,3,0.0239501,1.47121,0.505319,3,1.25528
P1706,P1706,3,Total,Night,29.5938,10.6455,3,26.4448,6207.33,2444.42,3,6072.28,0.268386,0.165906,3,0.412132,56.6305,37.0425,3,92.0186,0.586115,0.362313,3,0.900034,2968.14,1941.48,3,4822.91,2.96814,1.94148,3,4.82291,0.00856836,0.00212217,3,0.00527177,0.449088,0.111228,3,0.276306
P1706,P1706,3,5,"D-N average",7.733,5.07603,6,5.32696,1614.64,987.56,7,913.34,0.0278024,0.0128233,6,0.0134572,5.91653,2.79984,6,2.93826,0.0607162,0.0280041,6,0.0293885,310.099,146.746,6,154.001,0.310099,0.146746,6,0.154001,0.00478999,0.00369796,6,0.00388077,0.251055,0.193819,6,0.2034
P1706,P1706,3,2,"D-N average",9.18034,9.05512,6,9.50277,1977.63,1964.69,7,1817.03,0.0940764,0.107141,6,0.112438,20.2246,23.4029,6,24.5599,0.205449,0.23398,6,0.245547,1060.02,1226.6,6,1287.24,1.06002,1.2266,6,1.28724,0.0162111,0.00997168,6,0.0104646,0.849661,0.522639,6,0.548476
P1706,P1706,3,1,"D-N average",6.33702,3.92567,6,4.11974,1357.1,863.964,7,799.033,0.0456038,0.03238,6,0.0339807,9.82582,7.08569,6,7.43597,0.0995918,0.0707129,6,0.0742087,514.994,371.377,6,389.737,0.514994,0.371377,6,0.389737,0.00720331,0.00368055,6,0.0038625,0.377542,0.192906,6,0.202443
P1706,P1706,3,0.5,"D-N average",2.90957,1.04434,6,1.09597,619.851,230.898,7,213.545,0.052588,0.0344216,6,0.0361232,11.2252,7.53473,6,7.90722,0.114844,0.0751715,6,0.0788877,588.339,394.913,6,414.436,0.588339,0.394913,6,0.414436,0.0180572,0.00773831,6,0.00812086,0.946421,0.405583,6,0.425633
P1706,P1706,3,0.2,"D-N average",2.7949,1.48017,6,1.55334,597.504,326.536,7,301.996,0.0885342,0.0247858,6,0.0260111,18.8911,5.68185,6,5.96273,0.193345,0.0541284,6,0.0568043,990.129,297.799,6,312.521,0.990129,0.297799,6,0.312521,0.0388607,0.0233339,6,0.0244874,2.03678,1.22298,6,1.28344
P1706,P1706,3,Total,"D-N average",28.9548,12.085,6,12.6825,6166.72,2672.95,6,2805.08,0.308605,0.185254,6,0.194413,66.0833,40.9135,6,42.9361,0.673946,0.404568,6,0.424568,3463.58,2144.37,6,2250.38,3.46358,2.14437,6,2.25038,0.0105293,0.00322672,6,0.00338624,0.551863,0.16912,6,0.177481
P1706,P1706,4,5,Day,2.97062,1.05685,2,9.49544,621.376,225.332,2,2024.53,0.0239272,0.0138699,2,0.124616,4.98778,2.86076,2,25.7029,0.051814,0.051814,2,0.46553,259.224,148.679,2,1335.83,0.259224,0.148679,2,1.33583,0.00948544,0.00804365,2,0.0722693,0.492975,0.418042,2,3.75596
P1706,P1706,4,2,Day,7.86505,4.52115,2,40.621,1639.55,932.418,2,8377.44,0.0540334,0.0107883,2,0.0969289,11.2794,2.17085,2,19.5043,0.117009,0.117009,2,1.05128,586.208,112.823,2,1013.67,0.586208,0.112823,2,1.01367,0.00775752,0.00308766,2,0.0277416,0.403172,0.160471,2,1.44178
P1706,P1706,4,1,Day,6.59867,2.91252,2,26.168,1376.24,598.314,2,5375.64,0.0598915,0.0189951,2,0.170664,12.526,4.05992,2,36.4769,0.129694,0.129694,2,1.16526,650.996,211.001,2,1895.77,0.650996,0.211001,2,1.89577,0.0107597,0.00762773,2,0.0685324,0.559198,0.396426,2,3.56175
P1706,P1706,4,0.5,Day,7.21156,8.13565,2,73.0959,1512.74,1710.6,2,15369.2,0.152885,0.0200333,2,0.179992,31.9225,3.95061,2,35.4948,0.331071,0.331071,2,2.97455,1659.07,205.32,2,1844.73,1.65907,0.20532,2,1.84473,0.062607,0.0734075,2,0.65954,3.25379,3.81511,2,34.2774
P1706,P1706,4,0.2,Day,3.26954,2.06725,2,18.5735,684.597,436.864,2,3925.07,0.193257,0.0149301,2,0.134142,40.3832,3.41518,2,30.6842,0.418496,0.418496,2,3.76004,2098.78,177.493,2,1594.71,2.09878,0.177493,2,1.59471,0.0720706,0.0410021,2,0.368389,3.74563,2.13095,2,19.1458
P1706,P1706,4,Total,Day,27.9154,3.82608,2,34.376,5834.5,842.068,2,7565.68,0.483994,0.0107663,2,0.0967311,101.099,1.50712,2,13.5409,1.04808,1.04808,2,9.41666,5254.28,78.3277,2,703.746,5.25428,0.0783277,2,0.703746,0.0175289,0.00278819,2,0.0250509,0.911009,0.144907,2,1.30194
P1706,P1706,4,5,Night,5.49559,2.25002,2,20.2156,1117.97,473.408,2,4253.4,0.049107,0.0321004,2,0.288411,10.0085,6.66271,2,59.8621,0.106341,0.0695131,2,0.62455,520.161,346.272,2,3111.13,0.520161,0.346272,2,3.11113,0.00844803,0.00238231,2,0.0214042,0.439059,0.123813,2,1.11241
P1706,P1706,4,2,Night,8.17519,0.9013,2,8.09786,1656.46,157.308,2,1413.36,0.0625789,0.0118015,2,0.106032,12.6721,2.1983,2,19.7509,0.135514,0.025556,2,0.229612,658.593,114.249,2,1026.49,0.658593,0.114249,2,1.02649,0.00762147,0.000603322,2,0.00542063,0.396101,0.0313557,2,0.281719
P1706,P1706,4,1,Night,17.7534,6.94636,2,62.4106,3611.08,1463.98,2,13153.3,0.0734329,0.0303095,2,0.27232,14.8444,5.91777,2,53.1691,0.159018,0.0656349,2,0.589707,771.49,307.557,2,2763.29,0.77149,0.307557,2,2.76329,0.00484081,0.00360131,2,0.0323565,0.251585,0.187166,2,1.68162
P1706,P1706,4,0.5,Night,8.95954,0.0182491,2,0.163961,1816.96,31.6131,2,284.032,0.127759,0.037027,2,0.332674,25.9663,7.90681,2,71.0398,0.276661,0.0801815,2,0.720402,1349.51,410.93,2,3692.06,1.34951,0.41093,2,3.69206,0.0142554,0.00410365,2,0.0368698,0.740877,0.213274,2,1.91619
P1706,P1706,4,0.2,Night,2.31253,0.161214,2,1.44845,469.214,39.8973,2,358.463,0.197972,0.102666,2,0.922414,39.9872,20.203,2,181.517,0.428705,0.222321,2,1.99748,2078.2,1049.99,2,9433.76,2.0782,1.04999,2,9.43376,0.0873681,0.0504861,2,0.4536,4.54067,2.62385,2,23.5744
P1706,P1706,4,Total,Night,42.6963,8.47454,2,76.1407,8671.68,1851.59,2,16635.9,0.51085,0.0756492,2,0.679681,103.479,13.7496,2,123.535,1.10624,0.163817,2,1.47184,5377.96,714.59,2,6420.34,5.37796,0.71459,2,6.42034,0.0123845,0.00422994,2,0.0380045,0.643645,0.219837,2,1.97516
P1706,P1706,4,5,"D-N average",4.2331,2.04573,4,3.25521,869.672,416.93,4,663.429,0.0365171,0.0248786,4,0.0395874,7.49816,5.09194,4,8.10241,0.0790773,0.0538744,4,0.0857261,389.692,264.637,4,421.096,0.389692,0.264637,4,0.421096,0.00896673,0.0048803,4,0.00776564,0.466017,0.253637,4,0.403594
P1706,P1706,4,2,"D-N average",8.02012,2.66767,4,4.24485,1648.01,546.026,4,868.85,0.0583061,0.0104672,4,0.0166557,11.9758,1.9566,4,3.11339,0.126261,0.0226666,4,0.0360677,622.4,101.688,4,161.808,0.6224,0.101688,4,0.161808,0.00768949,0.00181807,4,0.00289296,0.399636,0.0944884,4,0.150352
P1706,P1706,4,1,"D-N average",12.176,7.77095,4,12.3653,2493.66,1580.69,4,2515.23,0.0666622,0.0220821,4,0.0351375,13.6852,4.35424,4,6.92857,0.144356,0.0478184,4,0.0760898,711.243,226.297,4,360.089,0.711243,0.226297,4,0.360089,0.00780023,0.00594935,4,0.00946675,0.405391,0.309198,4,0.492003
P1706,P1706,4,0.5,"D-N average",8.08555,4.80433,4,7.64475,1664.85,1003.28,4,1596.44,0.140322,0.0283056,4,0.0450406,28.9444,6.15363,4,9.7918,0.303866,0.0612955,4,0.0975349,1504.29,319.815,4,508.896,1.50429,0.319815,4,0.508896,0.0384312,0.0508048,4,0.0808418,1.99734,2.64041,4,4.20148
P1706,P1706,4,0.2,"D-N average",2.79104,1.31851,4,2.09804,576.905,282.154,4,448.969,0.195614,0.0599593,4,0.0954086,40.1852,11.8319,4,18.8272,0.423601,0.129841,4,0.206606,2088.49,614.925,4,978.483,2.08849,0.614925,4,0.978483,0.0797194,0.0385748,4,0.061381,4.14315,2.0048,4,3.19008
P1706,P1706,4,Total,"D-N average",35.3059,10.0818,4,16.0424,7253.09,2015.52,4,3207.15,0.497422,0.0467616,4,0.0744081,102.289,8.10322,4,12.894,1.07716,0.101262,4,0.16113,5316.12,421.138,4,670.125,5.31612,0.421138,4,0.670125,0.0149567,0.00416859,4,0.00663315,0.777327,0.216649,4,0.344736
