Cruise;Station;Type;yyyy-mm-dd;hh:mm;Longitude;Latitude;Bot_depth;ctd_depth;decimal_year;longitude_logged;latitude_logged;ctd_press;ctd_pressure_bin;ctd_temp00;ctd_cond00;ctd_v0;ctd_v1;ctd_v2;ctd_v3;ctd_descent_rate;ctd_xmiss_volts;ctd_xmiss_beamc;ctd_fluor_volts;ctd_upoly_unused;ctd_potential_temp00;ctd_sal00;ctd_sigmatheta00;ctd_specific_volume_anomaly00;ctd_scans_per_bin
LTER-monthly;NR;C;2008-11-05;18:23;-119.9501;34.4237;16;12.909;2008.84908764;99999;99999;13.002;13;13.5559;3.9523;3.564;0;0.259;0;0.69;88.1;0.507;0.749;-0.002;13.5541;33.1349;24.8373;310.6149;7
LTER-monthly;NR;C;2008-11-05;18:23;-119.9501;34.4237;16;13.894;2008.849087692;99999;99999;13.995;14;13.2124;3.9255;3.604;0;0.261;0;0.57;89.104;0.461;0.769;-0.002;13.2105;33.1813;24.9424;300.6328;6
LTER-monthly;NR;C;2008-11-05;18:23;-119.9501;34.4237;16;14.892;2008.849087743;99999;99999;15;15;13.1116;3.9192;3.628;0;0.264;0;0.67;89.712;0.434;0.794;-0.002;13.1095;33.21;24.9847;296.6307;7
LTER-monthly;NR;C;2008-11-05;18:23;-119.9501;34.4237;16;15.558;2008.849087782;99999;99999;15.67;16;13.0926;3.9183;3.63;0;0.265;0;0.62;89.753;0.432;0.806;-0.002;13.0905;33.2177;24.9945;295.718;3
LTER-monthly;NR;C;2008-12-02;18:02;-119.9501;34.4237;16;1.04;2008.922819433;99999;99999;1.048;1;16.1767;4.2214;3.822;0;0.28;0;0.04;94.592;0.222;0.964;-0.002;16.1765;33.3473;24.4366;348.4581;17
LTER-monthly;NR;C;2008-12-02;18:02;-119.9501;34.4237;16;1.939;2008.922819536;99999;99999;1.953;2;16.177;4.2215;3.82;0;0.277;0;0.4;94.53;0.225;0.935;-0.002;16.1767;33.3469;24.4362;348.5259;9
LTER-monthly;NR;C;2008-12-02;18:02;-119.9501;34.4237;16;2.949;2008.922819603;99999;99999;2.97;3;16.1767;4.2214;3.817;0;0.282;0;0.51;94.444;0.229;0.982;-0.002;16.1763;33.3467;24.4362;348.5614;8
LTER-monthly;NR;C;2008-12-02;18:02;-119.9501;34.4237;16;4.014;2008.922819671;99999;99999;4.043;4;16.1756;4.2214;3.817;0;0.287;0;0.55;94.449;0.228;1.038;-0.002;16.1749;33.3465;24.4363;348.5823;9
LTER-monthly;NR;C;2008-12-02;18:02;-119.9501;34.4237;16;4.95;2008.922819742;99999;99999;4.986;5;16.173;4.2211;3.818;0;0.291;0;0.35;94.487;0.227;1.072;-0.002;16.1722;33.3464;24.4368;348.5621;9
LTER-monthly;NR;C;2008-12-02;18:02;-119.9501;34.4237;16;5.911;2008.922819813;99999;99999;5.953;6;16.1693;4.2209;3.818;0;0.287;0;0.44;94.475;0.227;1.033;-0.002;16.1683;33.3466;24.4379;348.4919;9
LTER-monthly;NR;C;2008-12-02;18:02;-119.9501;34.4237;16;6.91;2008.922819884;99999;99999;6.96;7;16.1576;4.2195;3.807;0;0.297;0;0.47;94.21;0.239;1.135;-0.002;16.1565;33.3438;24.4384;348.4772;9
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;7.947;2008.922819959;99999;99999;8.004;8;16.1196;4.2152;3.785;0;0.3;0;0.43;93.641;0.263;1.174;-0.002;16.1183;33.3375;24.4423;348.1411;10
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;8.993;2008.922820034;99999;99999;9.058;9;16.0598;4.2089;3.743;0;0.304;0;0.45;92.605;0.307;1.208;-0.002;16.0584;33.3318;24.4514;347.2992;9
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;9.94;2008.922820105;99999;99999;10.012;10;16.016;4.2047;3.701;0;0.307;0;0.42;91.547;0.353;1.24;-0.002;16.0145;33.3311;24.4609;346.4289;9
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;10.904;2008.92282018;99999;99999;10.982;11;15.9942;4.2026;3.674;0;0.308;0;0.38;90.865;0.383;1.25;-0.002;15.9925;33.3303;24.4652;346.046;10
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;11.971;2008.922820264;99999;99999;12.057;12;15.9746;4.2009;3.649;0;0.307;0;0.42;90.246;0.411;1.239;-0.002;15.9728;33.331;24.4702;345.6061;11
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;12.913;2008.922820342;99999;99999;13.007;13;15.9673;4.2002;3.644;0;0.293;0;0.39;90.112;0.416;1.097;-0.002;15.9653;33.3307;24.4717;345.4964;9
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;13.883;2008.922820418;99999;99999;13.984;14;15.9415;4.1971;3.649;0;0.276;0;0.4;90.246;0.411;0.923;-0.002;15.9394;33.3249;24.4731;345.3928;10
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;14.923;2008.922820501;99999;99999;15.031;15;15.8422;4.1879;3.579;0;0.268;0;0.42;88.489;0.489;0.842;-0.002;15.8399;33.3259;24.4962;343.2198;11
LTER-monthly;NR;C;2008-12-02;18:03;-119.9501;34.4237;16;15.872;2008.922820584;99999;99999;15.987;16;15.7995;4.1849;3.494;0;0.271;0;0.35;86.332;0.588;0.872;-0.002;15.797;33.3354;24.5131;341.6379;10
LTER-monthly;QI;C;2006-12-06;16:45;-120.11978;34.46522;7;1.139;2006.933420698;-120.11978;34.46522;1.147;1;15.5598;4.1733;3.733;0;0.283;0.239;0.16;92.336;0.319;0.996;0.001;15.5596;33.4404;24.6469;328.4267;16
LTER-monthly;QI;C;2006-12-06;16:45;-120.11978;34.46522;7;1.996;2006.933420848;-120.11978;34.46522;2.01;2;15.5589;4.1733;3.731;0;0.279;0.234;0.18;92.303;0.32;0.958;0;15.5586;33.4406;24.6472;328.4227;22
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;2.968;2006.933421011;-120.11978;34.46522;2.989;3;15.5589;4.1733;3.724;0;0.281;0.235;0.2;92.118;0.328;0.974;0;15.5585;33.4406;24.6473;328.4485;19
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;3.962;2006.933421161;-120.11978;34.46522;3.991;4;15.5585;4.1733;3.73;0;0.283;0.237;0.21;92.273;0.322;0.995;0;15.5579;33.4406;24.6475;328.4628;19
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;4.962;2006.933421312;-120.11978;34.46522;4.998;5;15.5587;4.1734;3.734;0;0.287;0.236;0.21;92.373;0.317;1.032;0;15.558;33.4404;24.6473;328.5127;19
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;5.952;2006.933421459;-120.11978;34.46522;5.994;6;15.5564;4.1732;3.73;0;0.284;0.235;0.22;92.262;0.322;1.001;0;15.5555;33.4407;24.648;328.4738;18
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;6.949;2006.933421605;-120.11979;34.46522;6.999;7;15.5537;4.173;3.73;0;0.279;0.236;0.21;92.278;0.321;0.955;0;15.5527;33.4407;24.6487;328.4422;19
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;7.954;2006.933421756;-120.11979;34.46522;8.011;8;15.5525;4.173;3.732;0;0.281;0.237;0.2;92.309;0.32;0.977;0;15.5512;33.441;24.6492;328.4191;19
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;8.991;2006.933421903;-120.11978;34.46522;9.056;9;15.5525;4.173;3.732;0;0.281;0.25;0.24;92.327;0.319;0.973;0.001;15.5511;33.441;24.6492;328.4508;18
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;9.966;2006.933422045;-120.1198;34.46522;10.038;10;15.5476;4.1726;3.733;0;0.273;0.246;0.23;92.351;0.318;0.89;0.001;15.546;33.4407;24.6502;328.3927;18
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;10.944;2006.933422188;-120.1198;34.46522;11.023;11;15.539;4.1719;3.728;0;0.27;0.242;0.21;92.223;0.324;0.864;0.001;15.5373;33.4417;24.6529;328.1666;18
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;11.889;2006.933422327;-120.1198;34.46522;11.975;12;15.5375;4.1718;3.729;0;0.273;0.243;0.21;92.255;0.322;0.891;0.001;15.5357;33.4419;24.6534;328.1461;17
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;12.904;2006.933422473;-120.1198;34.46522;12.997;13;15.5324;4.1714;3.731;0;0.264;0.247;0.22;92.286;0.321;0.801;0.001;15.5304;33.4418;24.6544;328.0794;20
LTER-monthly;QI;C;2006-12-06;16:46;-120.11978;34.46522;7;13.925;2006.933422624;-120.1198;34.46522;14.025;14;15.4954;4.167;3.728;0;0.257;0.261;0.22;92.221;0.324;0.729;0.001;15.4933;33.434;24.6567;327.8964;18
LTER-monthly;QI;C;2006-12-06;16:47;-120.11978;34.46522;7;14.922;2006.933422767;-120.1198;34.46522;15.029;15;15.4335;4.161;3.66;0;0.26;0.301;0.24;90.511;0.399;0.76;0.001;15.4312;33.4319;24.6688;326.7707;18
LTER-monthly;QI;C;2006-12-06;16:47;-120.11978;34.46522;7;15.464;2006.933422862;-120.1198;34.46522;15.576;16;15.422;4.1601;3.616;0;0.255;0.284;0.14;89.419;0.447;0.701;0.001;15.4196;33.4334;24.6725;326.4363;6
LTER-monthly;QM;C;2006-11-08;18:17;-120.1204;34.46508;15;1.333;2006.856882705;-120.1204;34.46508;1.343;1;17.8009;4.3866;3.687;0;0.256;0.213;0.14;91.185;0.369;0.713;0;17.8007;33.4318;24.1198;378.6721;7
LTER-monthly;QM;C;2006-11-08;18:17;-120.1204;34.46508;15;1.984;2006.856882816;-120.1204;34.46509;1.998;2;17.796;4.3862;3.685;0;0.258;0.213;0.19;91.141;0.371;0.732;0;17.7956;33.4317;24.121;378.5801;21
LTER-monthly;QM;C;2006-11-08;18:17;-120.1204;34.46508;15;2.962;2006.856882971;-120.1204;34.4651;2.983;3;17.7858;4.3851;3.689;0;0.263;0.214;0.21;91.228;0.367;0.783;0;17.7853;33.431;24.1229;378.4294;18
LTER-monthly;QM;C;2006-11-08;18:17;-120.1204;34.46508;15;3.924;2006.856883106;-120.1204;34.4651;3.952;4;17.781;4.3843;3.69;0;0.267;0.212;0.24;91.256;0.366;0.827;0;17.7803;33.4272;24.1212;378.6276;16
LTER-monthly;QM;C;2006-11-08;18:17;-120.1204;34.46508;15;4.964;2006.856883233;-120.1204;34.4651;5;5;17.7582;4.3821;3.7;0;0.272;0.216;0.28;91.508;0.355;0.878;0;17.7574;33.4271;24.1267;378.1353;16
LTER-monthly;QM;C;2006-11-08;18:17;-120.1204;34.46508;15;5.97;2006.856883359;-120.1204;34.4651;6.013;6;17.6882;4.3753;3.709;0;0.27;0.213;0.21;91.751;0.344;0.86;0;17.6872;33.4262;24.1429;376.6254;16
LTER-monthly;QM;C;2006-11-08;18:17;-120.1204;34.46508;15;6.936;2006.856883482;-120.1204;34.46511;6.986;7;17.6391;4.3703;3.719;0;0.276;0.214;0.27;91.996;0.334;0.918;0;17.6379;33.4236;24.1528;375.7122;15
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;7.943;2006.856883605;-120.1204;34.46512;8;8;17.4985;4.3554;3.716;0;0.308;0.234;0.26;91.916;0.337;1.251;0;17.4971;33.4111;24.177;373.4382;16
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;8.913;2006.856883728;-120.1204;34.46512;8.977;9;17.3888;4.3463;3.66;0;0.305;0.236;0.26;90.511;0.399;1.22;0;17.3874;33.4228;24.2123;370.1068;15
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;9.934;2006.856883847;-120.1204;34.46512;10.006;10;17.3985;4.3474;3.647;0;0.306;0.232;0.31;90.189;0.413;1.229;0;17.3968;33.4245;24.2113;370.2398;15
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;10.917;2006.856883958;-120.1204;34.46512;10.996;11;17.3801;4.3455;3.638;0;0.31;0.237;0.27;89.96;0.423;1.27;0;17.3783;33.423;24.2146;369.9542;13
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;11.949;2006.856884065;-120.1204;34.46512;12.035;12;17.3753;4.3454;3.636;0;0.308;0.236;0.32;89.898;0.426;1.255;0;17.3733;33.4254;24.2176;369.7071;14
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;12.87;2006.856884176;-120.1204;34.46512;12.963;13;17.3783;4.3458;3.638;0;0.307;0.238;0.25;89.952;0.424;1.246;0.001;17.3762;33.4258;24.2172;369.7706;14
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;13.953;2006.856884283;-120.1204;34.46514;14.054;14;17.3832;4.3463;3.641;0;0.304;0.233;0.32;90.041;0.42;1.217;0;17.3809;33.4259;24.2162;369.9104;13
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;14.883;2006.85688439;-120.1204;34.46514;14.991;15;17.3797;4.3458;3.642;0;0.302;0.238;0.25;90.061;0.419;1.189;0;17.3772;33.4243;24.2159;369.9701;14
LTER-monthly;QM;C;2006-11-08;18:18;-120.1204;34.46508;15;15.468;2006.856884458;-120.1204;34.46514;15.58;16;17.3653;4.3444;3.645;0;0.303;0.24;0.38;90.143;0.415;1.199;0.001;17.3627;33.4235;24.2186;369.725;3
LTER-monthly;QM;C;2007-02-08;17:39;-120.1196;34.46474;15;1.12;2007.108865237;-120.1196;34.46474;1.128;1;13.9662;4.0218;3.275;0;0.271;0;0.12;80.83;0.851;0.865;-0.002;13.966;33.43;24.981;296.6095;18
LTER-monthly;QM;C;2007-02-08;17:39;-120.1196;34.46474;15;1.976;2007.108865396;-120.1196;34.46474;1.99;2;13.9758;4.0257;3.275;0;0.276;0;0.19;80.844;0.851;0.925;-0.002;13.9755;33.4571;25;294.8309;22
LTER-monthly;QM;C;2007-02-08;17:39;-120.1196;34.46474;15;3;2007.108865562;-120.1196;34.46475;3.022;3;13.9452;4.0253;3.289;0;0.283;0;0.21;81.186;0.834;0.991;-0.002;13.9447;33.4803;25.0243;292.5478;20
LTER-monthly;QM;C;2007-02-08;17:39;-120.1196;34.46474;15;3.964;2007.108865729;-120.1196;34.46475;3.993;4;13.8742;4.0195;3.342;0;0.282;0;0.17;82.531;0.768;0.984;-0.002;13.8736;33.4876;25.0446;290.6371;22
LTER-monthly;QM;C;2007-02-08;17:39;-120.1196;34.46474;15;4.992;2007.108865891;-120.1196;34.46474;5.028;5;13.8508;4.0175;3.376;0;0.286;0;0.22;83.375;0.727;1.029;-0.002;13.8501;33.4892;25.0507;290.0852;19
LTER-monthly;QM;C;2007-02-08;17:39;-120.1196;34.46474;15;5.94;2007.108866054;-120.1196;34.46475;5.983;6;13.8467;4.0173;3.383;0;0.278;0;0.17;83.546;0.719;0.942;-0.002;13.8459;33.4904;25.0525;289.9432;22
LTER-monthly;QM;C;2007-02-08;17:40;-120.1196;34.46474;15;6.996;2007.108866228;-120.1196;34.46474;7.046;7;13.8376;4.0164;3.413;0;0.278;0;0.19;84.301;0.683;0.939;-0.002;13.8366;33.4898;25.0539;289.837;22
LTER-monthly;QM;C;2007-02-08;17:40;-120.1196;34.46474;15;7.985;2007.108866399;-120.1196;34.46474;8.042;8;13.8293;4.0157;3.438;0;0.273;0;0.19;84.933;0.653;0.889;-0.002;13.8282;33.49;25.0559;289.6806;21
LTER-monthly;QM;C;2007-02-08;17:40;-120.1196;34.46474;15;8.979;2007.108866565;-120.1196;34.46474;9.044;9;13.8259;4.0157;3.413;0;0.268;0;0.21;84.319;0.682;0.836;-0.002;13.8247;33.4921;25.0582;289.4866;21
LTER-monthly;QM;C;2007-02-08;17:40;-120.1196;34.46474;15;9.913;2007.108866728;-120.1196;34.46474;9.985;10;13.8239;4.0157;3.408;0;0.263;0;0.18;84.178;0.689;0.783;-0.002;13.8225;33.4937;25.0599;289.3548;20
LTER-monthly;QM;C;2007-02-08;17:40;-120.1196;34.46474;15;10.885;2007.10886689;-120.1196;34.46474;10.963;11;13.8226;4.0157;3.408;0;0.258;0;0.17;84.174;0.689;0.739;-0.002;13.8211;33.4943;25.0606;289.3133;21
LTER-monthly;QM;C;2007-02-08;17:40;-120.1196;34.46474;15;11.917;2007.108867065;-120.1196;34.46474;12.003;12;13.819;4.0154;3.413;0;0.256;0;0.18;84.312;0.683;0.717;-0.002;13.8173;33.4942;25.0614;289.2703;23
LTER-monthly;QM;C;2007-02-08;17:40;-120.1196;34.46474;15;12.99;2007.108867239;-120.1196;34.46474;13.084;13;13.7928;4.0132;3.389;0;0.255;0;0.2;83.694;0.712;0.702;-0.002;13.7909;33.4964;25.0685;288.6265;21
LTER-monthly;QM;C;2007-02-08;17:40;-120.1196;34.46474;15;13.902;2007.108867394;-120.1196;34.46474;14.002;14;13.7829;4.0126;3.331;0;0.259;0;0.21;82.246;0.782;0.741;-0.002;13.7809;33.4989;25.0725;288.2666;18
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;1.119;2007.182825668;-120.12006;34.46458;1.127;1;13.0053;3.9574;3.1;0;0.566;0;0.07;76.459;1.074;3.923;-0.002;13.0052;33.6714;25.3627;260.295;21
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;2.001;2007.182825834;-120.12006;34.46458;2.016;2;12.9277;3.9505;3.094;0;0.625;0;0.19;76.298;1.082;4.534;-0.002;12.9275;33.674;25.38;258.666;21
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;3.012;2007.182825989;-120.12006;34.46459;3.033;3;12.9148;3.9494;3.103;0;0.698;0;0.23;76.512;1.071;5.291;-0.002;12.9144;33.675;25.3834;258.3688;18
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;3.983;2007.182826131;-120.12006;34.4646;4.012;4;12.9156;3.9496;3.101;0;0.723;0;0.22;76.483;1.073;5.552;-0.002;12.915;33.676;25.3841;258.3336;18
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;4.975;2007.182826274;-120.12006;34.4646;5.011;5;12.9062;3.9489;3.088;0;0.739;0;0.2;76.142;1.09;5.717;-0.002;12.9055;33.6766;25.3864;258.1452;18
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;5.96;2007.182826425;-120.12006;34.4646;6.003;6;12.858;3.9441;3.073;0;0.732;0;0.21;75.769;1.11;5.647;-0.002;12.8572;33.6743;25.3942;257.4309;20
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;6.921;2007.182826571;-120.12006;34.4646;6.971;7;12.8262;3.9415;3.08;0;0.679;0;0.19;75.956;1.1;5.096;-0.002;12.8253;33.6767;25.4023;256.6802;17
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;7.904;2007.182826714;-120.12006;34.4646;7.961;8;12.7984;3.9389;3.119;0;0.723;0;0.27;76.923;1.05;5.555;-0.002;12.7973;33.6763;25.4075;256.2114;19
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;8.928;2007.182826861;-120.12006;34.4646;8.992;9;12.7846;3.9378;3.113;0;0.703;0;0.21;76.777;1.057;5.35;-0.002;12.7834;33.6784;25.4119;255.8242;18
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;9.923;2007.182826991;-120.12006;34.4646;9.995;10;12.7773;3.9371;3.105;0;0.694;0;0.25;76.564;1.069;5.252;-0.002;12.776;33.6773;25.4125;255.7947;15
LTER-monthly;QM;C;2007-03-07;17:33;-120.12006;34.46458;15;10.888;2007.182827118;-120.12006;34.4646;10.967;11;12.7465;3.9337;3.118;0;0.653;0;0.22;76.888;1.053;4.83;-0.002;12.7451;33.6717;25.4142;255.6575;17
LTER-monthly;QM;C;2007-03-07;17:34;-120.12006;34.46458;15;11.915;2007.182827253;-120.12006;34.4646;12.001;12;12.6471;3.9243;3.148;0;0.746;0;0.22;77.642;1.012;5.794;-0.002;12.6455;33.6704;25.4327;253.9236;17
LTER-monthly;QM;C;2007-03-07;17:34;-120.12006;34.46458;15;12.938;2007.182827384;-120.12006;34.4646;13.031;13;12.2436;3.883;3.197;0;0.732;0;0.28;78.893;0.949;5.646;-0.002;12.2419;33.6351;25.483;249.1557;16
LTER-monthly;QM;C;2007-03-07;17:34;-120.12006;34.46458;15;13.912;2007.182827511;-120.12006;34.4646;14.012;14;11.9541;3.8596;3.3;0;0.668;0;0.27;81.46;0.82;4.986;-0.002;11.9523;33.6688;25.5642;241.4552;16
LTER-monthly;QM;C;2007-03-07;17:34;-120.12006;34.46458;15;14.624;2007.182827618;-120.12006;34.4646;14.729;15;11.9194;3.8577;3.312;0;0.627;0;0.18;81.779;0.805;4.559;-0.002;11.9175;33.6817;25.5808;239.8985;11
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;1.311;2007.261963494;20.05732;156.70386;1.321;1;14.913;4.1388;3.232;0;0.299;0;0.15;79.758;0.905;1.159;-0.002;14.9128;33.6829;24.9756;297.1374;9
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;2.006;2007.261963625;20.68245;205.34613;2.02;2;14.8563;4.1335;3.219;0;0.308;0;0.17;79.441;0.921;1.256;-0.002;14.856;33.6838;24.9885;295.924;24
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;3.002;2007.261963807;21.98993;130.35706;3.023;3;14.7909;4.1275;3.207;0;0.328;0;0.18;79.14;0.936;1.458;-0.002;14.7905;33.6848;25.0034;294.536;22
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;3.961;2007.261963982;23.72631;142.39185;3.99;4;14.7474;4.1235;3.208;0;0.354;0;0.16;79.157;0.935;1.726;-0.002;14.7468;33.6856;25.0135;293.6105;22
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;4.949;2007.26196416;26.0401;152.89834;4.984;5;14.7101;4.12;3.208;0;0.388;0;0.18;79.155;0.935;2.083;-0.002;14.7094;33.686;25.0218;292.8494;23
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;5.984;2007.26196435;27.31295;145.22778;6.027;6;14.6372;4.113;3.204;0;0.407;0;0.17;79.055;0.94;2.279;-0.002;14.6363;33.6849;25.0366;291.4687;25
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;6.988;2007.26196454;27.82208;192.56186;7.038;7;14.6103;4.1108;3.202;0;0.415;0;0.18;79;0.943;2.358;-0.002;14.6093;33.688;25.0447;290.7235;23
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;7.951;2007.261964719;28.39552;155.26074;8.008;8;14.5659;4.1064;3.202;0;0.423;0;0.17;79.02;0.942;2.446;-0.002;14.5648;33.6855;25.0523;290.0301;22
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;8.908;2007.261964889;29.53947;148.23619;8.972;9;14.5173;4.1016;3.202;0;0.44;0;0.18;78.998;0.943;2.623;-0.002;14.516;33.6834;25.0612;289.2176;21
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;9.926;2007.261965052;28.62746;175.89862;9.997;10;14.465;4.0971;3.204;0;0.427;0;0.21;79.05;0.94;2.482;-0.002;14.4636;33.6874;25.0753;287.9001;20
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;10.916;2007.261965206;27.01528;168.25506;10.995;11;14.4448;4.0951;3.215;0;0.403;0;0.21;79.336;0.926;2.233;-0.002;14.4432;33.686;25.0786;287.6154;19
LTER-monthly;QM;C;2007-04-05;14:48;-120.1192;34.4649;15;11.916;2007.261965357;26.23192;147.21455;12.002;12;14.3877;4.0893;3.228;0;0.391;0;0.21;79.667;0.909;2.112;-0.002;14.3859;33.6817;25.0874;286.8054;19
LTER-monthly;QM;C;2007-04-05;14:49;-120.1192;34.4649;15;12.89;2007.261965508;25.06429;168.66897;12.983;13;14.294;4.0801;3.252;0;0.373;0;0.19;80.266;0.879;1.932;-0.002;14.2922;33.6789;25.105;285.1561;19
LTER-monthly;QM;C;2007-04-05;14:49;-120.1192;34.4649;15;13.701;2007.261965638;23.40133;156.63104;13.8;14;14.1587;4.0673;3.295;0;0.349;0;0.19;81.335;0.826;1.675;-0.002;14.1567;33.6782;25.133;282.5137;14
LTER-monthly;QM;C;2007-05-09;17:27;-120.12016;34.46456;15;1.367;2007.355418073;-120.12016;34.46456;1.377;1;12.5948;3.9445;2.963;0;0.547;0;0.19;73.001;1.259;3.729;-0.002;12.5946;33.9158;25.6328;234.6187;4
LTER-monthly;QM;C;2007-05-09;17:27;-120.12016;34.46456;15;1.978;2007.355418161;-120.12016;34.46456;1.993;2;12.5626;3.9395;2.925;0;0.636;0;0.24;72.048;1.312;4.648;-0.002;12.5624;33.8969;25.6244;235.4267;18
LTER-monthly;QM;C;2007-05-09;17:27;-120.12016;34.46456;15;2.973;2007.355418288;-120.12016;34.46456;2.995;3;12.4355;3.9255;2.951;0;0.692;0;0.25;72.707;1.275;5.227;-0.002;12.4352;33.8758;25.6328;234.6623;14
LTER-monthly;QM;C;2007-05-09;17:27;-120.12016;34.46456;15;3.915;2007.355418399;-120.12016;34.46456;3.943;4;12.2278;3.9052;3.019;0;0.847;0;0.28;74.412;1.183;6.841;-0.002;12.2273;33.8676;25.6664;231.4874;14
LTER-monthly;QM;C;2007-05-09;17:27;-120.12016;34.46456;15;4.959;2007.355418514;-120.12016;34.46456;4.995;5;12.0438;3.8886;3.032;0;1.271;0;0.29;74.749;1.166;11.227;-0.002;12.0432;33.8738;25.7062;227.7283;15
LTER-monthly;QM;C;2007-05-09;17:28;-120.12016;34.46456;15;5.928;2007.355418625;-120.12016;34.46456;5.971;6;11.8184;3.8674;2.786;0;1.37;0;0.28;68.561;1.512;12.251;-0.002;11.8176;33.8714;25.7469;223.8866;13
LTER-monthly;QM;C;2007-05-09;17:28;-120.12016;34.46456;15;6.881;2007.35541874;-120.12016;34.46456;6.931;7;11.7438;3.8633;2.727;0;1.494;0;0.26;67.08;1.598;13.541;-0.002;11.7429;33.8988;25.7822;220.5562;16
LTER-monthly;QM;C;2007-05-09;17:28;-120.12016;34.46456;15;7.964;2007.355418862;-120.12016;34.46456;8.022;8;11.7083;3.86;2.68;0;1.679;0;0.29;65.899;1.669;15.461;-0.002;11.7073;33.8985;25.7885;219.9776;15
LTER-monthly;QM;C;2007-05-09;17:28;-120.12016;34.46456;15;8.945;2007.355418978;-120.12016;34.46456;9.009;9;11.6793;3.8578;2.609;0;1.55;0;0.29;64.109;1.78;14.12;-0.002;11.6781;33.9038;25.7981;219.0902;14
LTER-monthly;QM;C;2007-05-09;17:28;-120.12016;34.46456;15;9.9;2007.355419092;-120.12016;34.46456;9.972;10;11.6697;3.8569;2.518;0;1.448;0;0.23;61.838;1.923;13.06;-0.002;11.6684;33.9032;25.7994;218.9901;15
LTER-monthly;QM;C;2007-05-09;17:28;-120.12016;34.46456;15;10.948;2007.355419212;-120.12016;34.46456;11.027;11;11.6396;3.8543;2.562;0;1.307;0;0.3;62.946;1.852;11.608;-0.002;11.6382;33.9049;25.8064;218.3551;15
LTER-monthly;QM;C;2007-05-09;17:28;-120.12016;34.46456;15;11.915;2007.355419322;-120.12016;34.46456;12.001;12;11.6214;3.8526;2.589;0;1.615;0;0.29;63.621;1.809;14.793;-0.002;11.6199;33.9041;25.8091;218.1192;13
