Cruise;Station;Type;yyyy-mm-dd;hh:mm;Longitude;Latitude;Bot_depth;ctd_depth;decimal_year;longitude_logged;latitude_logged;ctd_press;ctd_pressure_bin;ctd_temp00;ctd_cond00;ctd_v0;ctd_v1;ctd_v2;ctd_v3;ctd_descent_rate;ctd_xmiss_volts;ctd_xmiss_beamc;ctd_fluor_volts;ctd_upoly_unused;ctd_potential_temp00;ctd_sal00;ctd_sigmatheta00;ctd_specific_volume_anomaly00;ctd_scans_per_bin
LTER-monthly;BI;C;2001-03-08;18:59;-120.3334;34.4589;6;1.378;2001.185729753;99999;99999;1.388;1;13.1548;3.9156;0.991;0.178;99999;99999;0.04;19.095;6.623;1.43;99999;13.1546;33.1437;24.9244;302.0018;23
LTER-monthly;BI;C;2001-03-08;19:00;-120.3334;34.4589;6;1.923;2001.185730602;99999;99999;1.937;2;13.1488;3.9151;1.048;0.179;99999;99999;0.03;20.262;6.386;1.447;99999;13.1485;33.144;24.9259;301.8808;84
LTER-monthly;BI;C;2001-03-08;19:00;-120.3334;34.4589;6;2.996;2001.185731775;99999;99999;3.017;3;13.1045;3.9143;1.193;0.172;99999;99999;0.03;23.234;5.856;1.33;99999;13.1041;33.1749;24.9586;298.7945;64
LTER-monthly;BI;C;2001-03-08;19:01;-120.3334;34.4589;6;3.895;2001.185732766;99999;99999;3.923;4;13.1053;3.9165;1.121;0.169;99999;99999;0.03;21.748;6.149;1.275;99999;13.1048;33.1948;24.9739;297.3645;61
LTER-monthly;BI;C;2001-03-08;19:01;-120.3334;34.4589;6;4.984;2001.185733535;99999;99999;5.02;5;13.1074;3.9178;0.781;0.171;99999;99999;0.06;14.797;7.669;1.308;99999;13.1067;33.2047;24.9812;296.6989;36
LTER-monthly;BI;C;2001-03-08;19:01;-120.3334;34.4589;6;6.017;2001.18573424;99999;99999;6.06;6;13.1079;3.9176;0.546;0.177;99999;99999;0.04;10.003;9.282;1.409;99999;13.1071;33.2016;24.9787;296.9629;53
LTER-monthly;BI;C;2001-03-08;19:02;-120.3334;34.4589;6;6.813;2001.185735041;99999;99999;6.862;7;13.1088;3.9155;0.149;0.219;99999;99999;0.03;1.884;19.126;2.116;99999;13.1079;33.1804;24.9621;298.5628;48
LTER-monthly;BI;C;2001-04-04;16:46;-120.3334;34.4589;6;1.217;2001.259450073;99999;99999;1.226;1;11.4587;3.8123;3.122;0.142;99999;99999;0.1;62.673;1.869;0.811;99999;11.4586;33.6611;25.6499;232.9806;11
LTER-monthly;BI;C;2001-04-04;16:47;-120.3334;34.4589;6;1.987;2001.259450303;99999;99999;2.001;2;11.4493;3.8118;3.13;0.142;99999;99999;0.11;62.839;1.858;0.808;99999;11.4491;33.6647;25.6545;232.5642;18
LTER-monthly;BI;C;2001-04-04;16:47;-120.3334;34.4589;6;2.963;2001.25945058;99999;99999;2.984;3;11.4466;3.8119;3.136;0.147;99999;99999;0.12;62.957;1.851;0.894;99999;11.4462;33.6677;25.6574;232.3154;17
LTER-monthly;BI;C;2001-04-04;16:47;-120.3334;34.4589;6;3.935;2001.259450826;99999;99999;3.964;4;11.4422;3.8125;3.084;0.158;99999;99999;0.14;61.895;1.919;1.086;99999;11.4417;33.6774;25.6658;231.5433;14
LTER-monthly;BI;C;2001-04-04;16:47;-120.3334;34.4589;6;4.947;2001.259451056;99999;99999;4.983;5;11.4423;3.8127;2.999;0.18;99999;99999;0.13;60.159;2.033;1.459;99999;11.4417;33.6782;25.6664;231.5095;15
LTER-monthly;BI;C;2001-04-04;16:47;-120.3334;34.4589;6;5.748;2001.259451262;99999;99999;5.789;6;11.4444;3.8129;2.909;0.186;99999;99999;0.11;58.32;2.158;1.565;99999;11.4437;33.678;25.6658;231.5803;11
LTER-monthly;BI;C;2001-05-03;16:54;-120.3334;34.4589;6;1.284;2001.338916881;99999;99999;1.293;1;14.7915;4.1427;3.553;0.195;99999;99999;0.09;71.469;1.344;1.713;99999;14.7913;33.8237;25.1104;284.3076;10
LTER-monthly;BI;C;2001-05-03;16:54;-120.3334;34.4589;6;1.973;2001.338917142;99999;99999;1.987;2;14.7614;4.1398;3.556;0.194;99999;99999;0.08;71.549;1.339;1.704;99999;14.7611;33.8232;25.1164;283.7504;23
LTER-monthly;BI;C;2001-05-03;16:55;-120.3334;34.4589;6;2.984;2001.338917491;99999;99999;3.006;3;14.7323;4.137;3.541;0.212;99999;99999;0.1;71.236;1.357;2.009;99999;14.7318;33.8227;25.1224;283.2127;21
LTER-monthly;BI;C;2001-05-03;16:55;-120.3334;34.4589;6;3.992;2001.338917832;99999;99999;4.021;4;14.6813;4.132;3.52;0.237;99999;99999;0.09;70.806;1.381;2.436;99999;14.6807;33.8214;25.1324;282.2954;22
LTER-monthly;BI;C;2001-05-03;16:55;-120.3334;34.4589;6;4.959;2001.338918165;99999;99999;4.994;5;14.6019;4.1245;3.481;0.268;99999;99999;0.1;69.997;1.427;2.954;99999;14.6012;33.8211;25.1492;280.725;20
LTER-monthly;BI;C;2001-05-03;16:55;-120.3334;34.4589;6;5.583;2001.338918355;99999;99999;5.623;6;14.5662;4.1212;3.458;0.276;99999;99999;0.09;69.546;1.453;3.09;99999;14.5654;33.8218;25.1573;279.9665;4
LTER-monthly;BO;C;2001-03-08;20:15;-120.3336;34.4582;8;1.38;2001.185873462;99999;99999;1.39;1;13.2722;3.9143;0.979;0.219;99999;99999;0.02;18.859;6.673;2.124;99999;13.272;33.0294;24.8126;312.6497;15
LTER-monthly;BO;C;2001-03-08;20:15;-120.3336;34.4582;8;2.076;2001.185874302;99999;99999;2.091;2;13.2475;3.913;1.003;0.204;99999;99999;0.02;19.35;6.573;1.866;99999;13.2472;33.0382;24.8243;311.5498;91
LTER-monthly;BO;C;2001-03-08;20:16;-120.3336;34.4582;8;3.015;2001.185875801;99999;99999;3.037;3;13.2104;3.9121;1.273;0.2;99999;99999;0.02;24.862;5.599;1.807;99999;13.21;33.0617;24.85;309.1327;98
LTER-monthly;BO;C;2001-03-08;20:16;-120.3336;34.4582;8;3.913;2001.185877006;99999;99999;3.941;4;13.1789;3.9104;1.797;0.195;99999;99999;0.03;35.568;4.143;1.713;99999;13.1784;33.0728;24.8648;307.7469;54
LTER-monthly;BO;C;2001-03-08;20:17;-120.3336;34.4582;8;4.959;2001.185877719;99999;99999;4.994;5;13.1575;3.9087;2.056;0.194;99999;99999;0.06;40.867;3.583;1.701;99999;13.1568;33.0749;24.8707;307.2121;36
LTER-monthly;BO;C;2001-03-08;20:17;-120.3336;34.4582;8;5.924;2001.185878639;99999;99999;5.967;6;13.1251;3.906;2.212;0.189;99999;99999;0.03;44.065;3.28;1.607;99999;13.1243;33.0775;24.8793;306.4237;80
LTER-monthly;BO;C;2001-03-08;20:18;-120.3336;34.4582;8;7.039;2001.185879558;99999;99999;7.09;7;13.1175;3.9061;2.345;0.183;99999;99999;0.05;46.776;3.04;1.516;99999;13.1166;33.0839;24.8857;305.8376;36
LTER-monthly;BO;C;2001-03-08;20:18;-120.3336;34.4582;8;7.939;2001.185880549;99999;99999;7.996;8;13.1118;3.9064;2.404;0.181;99999;99999;0.02;47.994;2.938;1.484;99999;13.1107;33.0919;24.8931;305.1655;89
LTER-monthly;BO;C;2001-03-08;20:19;-120.3336;34.4582;8;9.06;2001.185881651;99999;99999;9.126;9;13.1099;3.9081;2.58;0.176;99999;99999;0.04;51.583;2.648;1.385;99999;13.1087;33.1089;24.9066;303.9075;50
LTER-monthly;BO;C;2001-03-08;20:19;-120.3336;34.4582;8;9.908;2001.185882563;99999;99999;9.98;10;13.1108;3.9097;2.63;0.175;99999;99999;0.03;52.612;2.569;1.384;99999;13.1094;33.1226;24.9171;302.932;65
LTER-monthly;BO;C;2001-03-08;20:20;-120.3336;34.4582;8;10.917;2001.185883379;99999;99999;10.996;11;13.1109;3.9112;2.699;0.173;99999;99999;0.05;54.011;2.464;1.344;99999;13.1094;33.1365;24.9279;301.9312;38
LTER-monthly;BO;C;2001-03-08;20:20;-120.3336;34.4582;8;11.943;2001.18588395;99999;99999;12.029;12;13.1073;3.9129;2.823;0.169;99999;99999;0.07;56.545;2.281;1.274;99999;13.1057;33.1552;24.943;300.5156;34
LTER-monthly;BO;C;2001-03-08;20:20;-120.3336;34.4582;8;12.899;2001.185884592;99999;99999;12.993;13;13.1074;3.9169;2.715;0.171;99999;99999;0.04;54.338;2.443;1.3;99999;13.1056;33.1924;24.9719;297.7988;47
LTER-monthly;BO;C;2001-03-08;20:21;-120.3336;34.4582;8;13.658;2001.185885028;99999;99999;13.756;14;13.1095;3.9195;2.988;0.171;99999;99999;0.15;59.935;2.061;1.307;99999;13.1076;33.2155;24.9893;296.156;8
LTER-monthly;BO;C;2001-04-04;18:01;-120.3336;34.4582;8;1.949;2001.259591079;99999;99999;1.963;2;12.4441;3.9021;4.132;0.169;99999;99999;0.18;83.327;0.73;1.272;99999;12.4439;33.6434;25.4508;251.9315;12
LTER-monthly;BO;C;2001-04-04;18:01;-120.3336;34.4582;8;3.021;2001.259591277;99999;99999;3.043;3;12.3738;3.8953;4.128;0.171;99999;99999;0.14;83.238;0.734;1.313;99999;12.3734;33.6414;25.4628;250.8161;13
LTER-monthly;BO;C;2001-04-04;18:01;-120.3336;34.4582;8;3.992;2001.259591538;99999;99999;4.021;4;12.3308;3.8915;4.104;0.192;99999;99999;0.11;82.738;0.758;1.664;99999;12.3302;33.6429;25.4723;249.9412;20
LTER-monthly;BO;C;2001-04-04;18:01;-120.3336;34.4582;8;4.962;2001.259591871;99999;99999;4.998;5;12.3252;3.8911;4.091;0.202;99999;99999;0.09;82.483;0.77;1.838;99999;12.3246;33.6431;25.4735;249.8505;22
LTER-monthly;BO;C;2001-04-04;18:01;-120.3336;34.4582;8;5.933;2001.259592196;99999;99999;5.976;6;12.3203;3.8907;4.096;0.207;99999;99999;0.1;82.584;0.765;1.927;99999;12.3195;33.6434;25.4748;249.7568;19
LTER-monthly;BO;C;2001-04-04;18:01;-120.3336;34.4582;8;6.944;2001.259592497;99999;99999;6.994;7;12.3165;3.8904;4.096;0.22;99999;99999;0.11;82.575;0.766;2.14;99999;12.3156;33.6437;25.4757;249.6951;19
LTER-monthly;BO;C;2001-04-04;18:01;-120.3336;34.4582;8;7.941;2001.259592814;99999;99999;7.998;8;12.3098;3.8899;4.098;0.232;99999;99999;0.08;82.613;0.764;2.351;99999;12.3088;33.6439;25.4772;249.5789;21
LTER-monthly;BO;C;2001-04-04;18:02;-120.3336;34.4582;8;8.936;2001.259593171;99999;99999;9;9;12.306;3.8895;4.088;0.257;99999;99999;0.09;82.409;0.774;2.775;99999;12.3049;33.6437;25.4778;249.5489;24
LTER-monthly;BO;C;2001-04-04;18:02;-120.3336;34.4582;8;9.91;2001.25959352;99999;99999;9.982;10;12.2896;3.8881;4.084;0.284;99999;99999;0.11;82.346;0.777;3.219;99999;12.2883;33.6446;25.4817;249.2064;20
LTER-monthly;BO;C;2001-04-04;18:02;-120.3336;34.4582;8;10.934;2001.259593909;99999;99999;11.013;11;12.2503;3.8846;4.083;0.291;99999;99999;0.07;82.314;0.779;3.351;99999;12.2489;33.6454;25.4898;248.4582;29
LTER-monthly;BO;C;2001-04-04;18:02;-120.3336;34.4582;8;11.865;2001.259594337;99999;99999;11.951;12;12.1911;3.8795;4.084;0.293;99999;99999;0.08;82.346;0.777;3.382;99999;12.1896;33.6494;25.5042;247.1107;25
LTER-monthly;BO;C;2001-04-04;18:03;-120.3336;34.4582;8;12.932;2001.259594804;99999;99999;13.025;13;12.1417;3.8753;4.077;0.294;99999;99999;0.05;82.2;0.784;3.39;99999;12.14;33.6521;25.5158;246.0353;34
LTER-monthly;BO;C;2001-04-04;18:03;-120.3336;34.4582;8;13.9;2001.259595209;99999;99999;14;14;12.0687;3.8689;4.052;0.3;99999;99999;0.13;81.684;0.809;3.496;99999;12.0669;33.6556;25.5323;244.4854;17
LTER-monthly;BO;C;2001-04-04;18:03;-120.3336;34.4582;8;14.933;2001.25959551;99999;99999;15.041;15;12.0453;3.8668;4.035;0.293;99999;99999;0.09;81.333;0.827;3.374;99999;12.0434;33.6565;25.5375;244.0252;21
LTER-monthly;BO;C;2001-04-04;18:03;-120.3336;34.4582;8;15.907;2001.259595938;99999;99999;16.022;16;12.0258;3.8653;4.024;0.294;99999;99999;0.07;81.105;0.838;3.392;99999;12.0238;33.6585;25.5428;243.547;33
LTER-monthly;BO;C;2001-04-04;18:03;-120.3336;34.4582;8;16.801;2001.259596461;99999;99999;16.923;17;12.0059;3.8637;4.017;0.29;99999;99999;0.04;80.965;0.845;3.321;99999;12.0038;33.6603;25.5479;243.0789;33
LTER-monthly;BO;C;2001-04-04;18:04;-120.3336;34.4582;8;17.86;2001.259596865;99999;99999;17.989;18;11.9042;3.8548;3.964;0.29;99999;99999;0.11;79.885;0.898;3.334;99999;11.9019;33.6655;25.5712;240.8907;18
LTER-monthly;BO;C;2001-04-04;18:04;-120.3336;34.4582;8;18.839;2001.259597206;99999;99999;18.975;19;11.8766;3.8526;3.944;0.273;99999;99999;0.09;79.473;0.919;3.04;99999;11.8742;33.6692;25.5792;240.1511;25
LTER-monthly;BO;C;2001-04-04;18:04;-120.3336;34.4582;8;19.828;2001.259597603;99999;99999;19.972;20;11.8714;3.8522;3.942;0.274;99999;99999;0.08;79.427;0.921;3.054;99999;11.8688;33.6697;25.5806;240.0412;25
LTER-monthly;BO;C;2001-04-04;18:04;-120.3336;34.4582;8;20.874;2001.259597952;99999;99999;21.025;21;11.8589;3.8513;3.933;0.273;99999;99999;0.11;79.245;0.931;3.033;99999;11.8563;33.6709;25.5839;239.7557;19
LTER-monthly;BO;C;2001-04-04;18:05;-120.3336;34.4582;8;22.013;2001.259598602;99999;99999;22.173;22;11.8372;3.8493;3.933;0.273;99999;99999;0.03;79.252;0.93;3.04;99999;11.8344;33.671;25.5881;239.3847;59
LTER-monthly;BO;C;2001-04-04;18:05;-120.3336;34.4582;8;22.672;2001.259599222;99999;99999;22.836;23;11.8351;3.8493;3.934;0.272;99999;99999;0.08;79.267;0.929;3.017;99999;11.8322;33.6721;25.5893;239.2845;31
LTER-monthly;BO;C;2001-04-04;18:05;-120.3336;34.4582;8;23.769;2001.259599648;99999;99999;23.942;24;11.7776;3.8441;3.914;0.268;99999;99999;0.11;78.851;0.95;2.948;99999;11.7746;33.6738;25.6013;238.1665;15
LTER-monthly;BO;C;2001-04-04;18:05;-120.3336;34.4582;8;24.843;2001.259599838;99999;99999;25.023;25;11.7501;3.8418;3.906;0.267;99999;99999;0.23;78.704;0.958;2.933;99999;11.7469;33.6757;25.608;237.558;9
LTER-monthly;BO;C;2001-04-04;18:05;-120.3336;34.4582;8;25.86;2001.259599981;99999;99999;26.047;26;11.7405;3.841;3.915;0.266;99999;99999;0.22;78.885;0.949;2.927;99999;11.7372;33.6762;25.6103;237.3706;9
LTER-monthly;BO;C;2001-04-04;18:05;-120.3336;34.4582;8;26.834;2001.259600108;99999;99999;27.028;27;11.7347;3.8405;3.926;0.253;99999;99999;0.35;79.11;0.937;2.702;99999;11.7313;33.6762;25.6114;237.2903;7
LTER-monthly;BO;C;2001-04-04;18:05;-120.3336;34.4582;8;27.865;2001.259600274;99999;99999;28.068;28;11.7309;3.8404;3.937;0.255;99999;99999;0.12;79.324;0.927;2.735;99999;11.7273;33.6777;25.6132;237.1402;14
LTER-monthly;BO;C;2001-04-04;18:06;-120.3336;34.4582;8;28.759;2001.259600504;99999;99999;28.968;29;11.7265;3.8401;3.95;0.246;99999;99999;0.13;79.598;0.913;2.577;99999;11.7228;33.6786;25.6148;237.0129;15
LTER-monthly;BO;C;2001-04-04;18:06;-120.3336;34.4582;8;29.788;2001.259600742;99999;99999;30.004;30;11.698;3.8375;3.955;0.237;99999;99999;0.15;79.706;0.907;2.428;99999;11.6942;33.6786;25.6201;236.5324;15
LTER-monthly;BO;C;2001-04-04;18:06;-120.3336;34.4582;8;30.788;2001.259600988;99999;99999;31.011;31;11.6398;3.8326;3.975;0.22;99999;99999;0.12;80.102;0.887;2.144;99999;11.6359;33.6832;25.6345;235.1869;16
LTER-monthly;BO;C;2001-04-04;18:06;-120.3336;34.4582;8;31.775;2001.259601234;99999;99999;32.006;32;11.4808;3.8194;3.985;0.205;99999;99999;0.15;80.312;0.877;1.887;99999;11.4768;33.6984;25.6756;231.2973;15
LTER-monthly;BO;C;2001-04-04;18:06;-120.3336;34.4582;8;32.693;2001.259601471;99999;99999;32.931;33;11.4002;3.8131;3.969;0.173;99999;99999;0.09;79.981;0.894;1.334;99999;11.3962;33.7093;25.6989;229.1015;15
LTER-monthly;BO;C;2001-04-04;18:06;-120.3336;34.4582;8;33.772;2001.259601725;99999;99999;34.018;34;11.3889;3.8124;3.967;0.166;99999;99999;0.12;79.944;0.895;1.231;99999;11.3848;33.7116;25.7027;228.7621;17
LTER-monthly;BO;C;2001-04-04;18:06;-120.3336;34.4582;8;34.339;2001.259601891;99999;99999;34.589;35;11.3894;3.8124;3.972;0.171;99999;99999;0.17;80.038;0.891;1.302;99999;11.3851;33.7115;25.7026;228.7848;4
LTER-monthly;BO;C;2001-05-03;17:54;-120.3336;34.4582;8;1.198;2001.339030418;99999;99999;1.207;1;14.7932;4.1428;3.608;0.199;99999;99999;0.07;72.613;1.28;1.78;99999;14.793;33.8231;25.1095;284.3881;12
LTER-monthly;BO;C;2001-05-03;17:54;-120.3336;34.4582;8;1.986;2001.339030624;99999;99999;2;2;14.7339;4.1368;3.632;0.196;99999;99999;0.17;73.097;1.254;1.739;99999;14.7336;33.82;25.1199;283.4214;14
LTER-monthly;BO;C;2001-05-03;17:54;-120.3336;34.4582;8;3.041;2001.339030901;99999;99999;3.063;3;14.559;4.12;3.715;0.211;99999;99999;0.1;74.792;1.162;1.994;99999;14.5586;33.8185;25.1563;279.9903;21
LTER-monthly;BO;C;2001-05-03;17:54;-120.3336;34.4582;8;3.919;2001.339031171;99999;99999;3.947;4;14.4126;4.106;3.767;0.226;99999;99999;0.13;75.844;1.106;2.245;99999;14.412;33.8169;25.1861;277.1749;13
LTER-monthly;BO;C;2001-05-03;17:54;-120.3336;34.4582;8;4.938;2001.339031377;99999;99999;4.973;5;13.8547;4.0523;3.92;0.276;99999;99999;0.16;78.992;0.944;3.097;99999;13.854;33.8094;25.2973;266.6293;13
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;5.944;2001.339031591;99999;99999;5.986;6;13.7109;4.0396;4.043;0.363;99999;99999;0.14;81.504;0.818;4.568;99999;13.71;33.8173;25.3331;263.2456;14
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;6.932;2001.339031821;99999;99999;6.982;7;13.6606;4.0348;4.063;0.388;99999;99999;0.12;81.9;0.799;4.991;99999;13.6596;33.8172;25.3434;262.2939;15
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;7.941;2001.339032027;99999;99999;7.998;8;13.6341;4.0328;4.072;0.411;99999;99999;0.19;82.093;0.789;5.388;99999;13.633;33.8211;25.3519;261.5168;11
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;8.955;2001.339032201;99999;99999;9.019;9;13.6187;4.0314;4.074;0.426;99999;99999;0.2;82.125;0.788;5.637;99999;13.6174;33.8213;25.3552;261.2276;11
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;9.908;2001.339032392;99999;99999;9.98;10;13.5899;4.0287;4.08;0.456;99999;99999;0.15;82.249;0.782;6.156;99999;13.5885;33.8211;25.361;260.7033;13
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;10.943;2001.339032598;99999;99999;11.022;11;13.5403;4.0241;4.09;0.458;99999;99999;0.19;82.466;0.771;6.175;99999;13.5387;33.8217;25.3716;259.7249;13
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;11.852;2001.339032812;99999;99999;11.938;12;13.4269;4.0133;4.085;0.512;99999;99999;0.08;82.346;0.777;7.106;99999;13.4253;33.8204;25.3937;257.6505;14
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;12.955;2001.339033002;99999;99999;13.049;13;13.2417;3.9957;4.088;0.469;99999;99999;0.21;82.426;0.773;6.377;99999;13.2399;33.8186;25.4297;254.2524;10
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;13.938;2001.339033153;99999;99999;14.039;14;13.1327;3.9855;4.09;0.541;99999;99999;0.25;82.466;0.771;7.593;99999;13.1307;33.8189;25.4518;252.1712;9
LTER-monthly;BO;C;2001-05-03;17:55;-120.3336;34.4582;8;14.95;2001.339033335;99999;99999;15.058;15;13.079;3.9806;4.103;0.548;99999;99999;0.17;82.721;0.759;7.71;99999;13.077;33.8199;25.4634;251.1016;14
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;15.893;2001.339033549;99999;99999;16.008;16;13.0467;3.9776;4.087;0.542;99999;99999;0.12;82.387;0.775;7.616;99999;13.0445;33.8202;25.47;250.493;13
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;16.824;2001.339033747;99999;99999;16.946;17;13.0262;3.9759;4.093;0.529;99999;99999;0.14;82.528;0.768;7.391;99999;13.0239;33.8212;25.4749;250.0509;12
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;17.89;2001.339033929;99999;99999;18.02;18;12.9794;3.9714;4.102;0.553;99999;99999;0.24;82.702;0.76;7.799;99999;12.977;33.82;25.4834;249.2776;11
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;18.864;2001.339034112;99999;99999;19;19;12.9418;3.9679;4.097;0.579;99999;99999;0.13;82.611;0.764;8.233;99999;12.9392;33.8205;25.4912;248.557;12
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;19.892;2001.339034326;99999;99999;20.036;20;12.917;3.9657;4.082;0.545;99999;99999;0.14;82.294;0.78;7.661;99999;12.9143;33.8208;25.4964;248.0933;15
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;20.912;2001.339034595;99999;99999;21.063;21;12.9002;3.9642;4.072;0.586;99999;99999;0.14;82.099;0.789;8.363;99999;12.8973;33.8215;25.5002;247.7537;19
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;21.74;2001.339034912;99999;99999;21.897;22;12.887;3.963;4.071;0.568;99999;99999;0.05;82.061;0.791;8.051;99999;12.8841;33.821;25.5025;247.5632;21
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;22.826;2001.339035182;99999;99999;22.992;23;12.8714;3.9616;4.056;0.603;99999;99999;0.15;81.77;0.805;8.643;99999;12.8683;33.8215;25.506;247.2578;13
LTER-monthly;BO;C;2001-05-03;17:56;-120.3336;34.4582;8;23.873;2001.33903538;99999;99999;24.046;24;12.8621;3.9607;4.031;0.539;99999;99999;0.24;81.251;0.831;7.564;99999;12.8588;33.8208;25.5073;247.159;12
LTER-monthly;BO;C;2001-05-03;17:57;-120.3336;34.4582;8;24.777;2001.339035555;99999;99999;24.956;25;12.8172;3.9567;3.986;0.542;99999;99999;0.14;80.339;0.876;7.617;99999;12.8138;33.8225;25.5175;246.2144;10
LTER-monthly;BO;C;2001-05-03;17:57;-120.3336;34.4582;8;25.863;2001.339035729;99999;99999;26.051;26;12.6921;3.9449;3.874;0.542;99999;99999;0.2;78.047;0.992;7.614;99999;12.6886;33.8215;25.5413;243.9731;12
LTER-monthly;BO;C;2001-05-03;17:57;-120.3336;34.4582;8;26.798;2001.339035927;99999;99999;26.992;27;12.5927;3.9357;3.796;0.549;99999;99999;0.14;76.451;1.074;7.719;99999;12.5892;33.8221;25.5613;242.0998;13
LTER-monthly;BO;C;2001-05-03;17:57;-120.3336;34.4582;8;27.779;2001.339036157;99999;99999;27.981;28;12.4733;3.9247;3.79;0.571;99999;99999;0.15;76.326;1.081;8.11;99999;12.4696;33.8237;25.5857;239.7981;16
LTER-monthly;BO;C;2001-05-03;17:57;-120.3336;34.4582;8;28.863;2001.339036419;99999;99999;29.072;29;12.3097;3.9097;3.755;0.585;99999;99999;0.12;75.612;1.118;8.344;99999;12.3059;33.8268;25.6196;236.592;17
LTER-monthly;BO;C;2001-05-03;17:57;-120.3336;34.4582;8;29.73;2001.339036649;99999;99999;29.945;30;12.2027;3.8998;3.685;0.613;99999;99999;0.15;74.186;1.194;8.821;99999;12.1988;33.8272;25.6405;234.6278;12
LTER-monthly;BO;C;2001-05-03;17:57;-120.3336;34.4582;8;30.906;2001.339036974;99999;99999;31.131;31;11.9893;3.8804;3.616;0.639;99999;99999;0.06;72.757;1.272;9.248;99999;11.9853;33.8318;25.6846;230.4537;29
LTER-monthly;BO;C;2001-05-03;17:58;-120.3336;34.4582;8;31.945;2001.339037719;99999;99999;32.177;32;11.798;3.8631;3.534;0.674;99999;99999;0.03;71.1;1.364;9.853;99999;11.7939;33.837;25.7246;226.6634;65
LTER-monthly;BO;C;2001-05-03;17:58;-120.3336;34.4582;8;33.003;2001.339038781;99999;99999;33.243;33;11.668;3.8512;3.496;0.689;99999;99999;0.04;70.304;1.409;10.106;99999;11.6638;33.8391;25.7504;224.2282;69
LTER-monthly;BO;C;2001-05-03;17:59;-120.3336;34.4582;8;33.455;2001.339039796;99999;99999;33.698;34;11.6435;3.8491;3.477;0.691;99999;99999;0.02;69.916;1.432;10.139;99999;11.6393;33.84;25.7557;223.7405;59
LTER-monthly;BR;C;2001-03-08;19:22;-120.3335;34.4585;7;1.206;2001.185773386;99999;99999;1.215;1;13.185;3.9145;1.06;0.19;99999;99999;0.04;20.508;6.338;1.627;99999;13.1849;33.1066;24.8897;305.3019;33
LTER-monthly;BR;C;2001-03-08;19:22;-120.3335;34.4585;7;2.017;2001.185774155;99999;99999;2.032;2;13.1669;3.9129;1.102;0.188;99999;99999;0.03;21.357;6.178;1.601;99999;13.1666;33.1079;24.8943;304.8842;64
LTER-monthly;BR;C;2001-03-08;19:23;-120.3335;34.4585;7;2.955;2001.185775035;99999;99999;2.977;3;13.1975;3.9151;1.054;0.192;99999;99999;0.04;20.378;6.363;1.658;99999;13.1971;33.1012;24.8831;305.9769;47
LTER-monthly;BR;C;2001-03-08;19:23;-120.3335;34.4585;7;4.043;2001.18577582;99999;99999;4.072;4;13.1138;3.9141;1.285;0.181;99999;99999;0.04;25.112;5.587;1.481;99999;13.1133;33.164;24.9483;299.7967;52
LTER-monthly;BR;C;2001-03-08;19:24;-120.3335;34.4585;7;4.907;2001.18577662;99999;99999;4.942;5;13.0955;3.9157;1.616;0.171;99999;99999;0.04;31.871;4.575;1.308;99999;13.0949;33.1948;24.9758;297.2043;49
LTER-monthly;BR;C;2001-03-08;19:24;-120.3335;34.4585;7;5.911;2001.185777477;99999;99999;5.954;6;13.0962;3.9159;1.447;0.174;99999;99999;0.04;28.425;5.053;1.355;99999;13.0954;33.1963;24.9769;297.1301;59
LTER-monthly;BR;C;2001-03-08;19:25;-120.3335;34.4585;7;6.872;2001.185778539;99999;99999;6.922;7;13.1011;3.9165;0.964;0.179;99999;99999;0.02;18.546;6.801;1.444;99999;13.1001;33.197;24.9765;297.1893;75
LTER-monthly;BR;C;2001-03-08;19:25;-120.3335;34.4585;7;7.863;2001.185779934;99999;99999;7.92;8;13.1037;3.9169;0.573;0.185;99999;99999;0.02;10.547;9.046;1.544;99999;13.1026;33.1979;24.9767;297.198;101
LTER-monthly;BR;C;2001-03-08;19:26;-120.3335;34.4585;7;8.893;2001.185781004;99999;99999;8.957;9;13.1033;3.9182;0.428;0.189;99999;99999;0.06;7.587;10.383;1.616;99999;13.1021;33.2106;24.9867;296.2793;34
