Date,ID,SP_CODE,TAXON_GENUS,TAXON_SPECIES,Mobility,Size_mm,WM_g,SFDM_g,Temp_C,Vol_L,Time_min,Concentration_NH4_ugl,exc_rate_NH4_ugl_min
2017-08-03,SPL120803,SPL,Strongylocentrotus,purpuratus,MOBILE,55,52.04,1.55,18,0.5,73,32.57,0.223
2017-08-03,SPL110803,SPL,Strongylocentrotus,purpuratus,MOBILE,16,79.57,3.44,18,0.5,71,16.71,0.118
2017-09-27,SPL10927,SPL,Strongylocentrotus,purpuratus,MOBILE,50,66.15,5.91,18,0.5,60,16.27,0.136
2017-09-27,SPL30927,SPL,Strongylocentrotus,purpuratus,MOBILE,55,84.67,4.51,18,0.5,60,20.61,0.172
2017-09-27,SPL50927,SPL,Strongylocentrotus,purpuratus,MOBILE,60,71.06,6.53,18,0.5,60,22.31,0.186
2017-09-27,SPL60927,SPL,Strongylocentrotus,purpuratus,MOBILE,71,108.71,4.74,18,0.5,60,26.82,0.224
2017-09-27,SPL70927,SPL,Strongylocentrotus,purpuratus,MOBILE,55,81.94,5,18,0.5,60,45.44,0.379
2017-09-27,SPL80927,SPL,Strongylocentrotus,purpuratus,MOBILE,71,70.54,6.77,18,0.5,60,25.1,0.209
2017-09-27,SPL90927,SPL,Strongylocentrotus,purpuratus,MOBILE,69,92.05,7.48,18,0.5,60,23.37,0.195
2017-09-27,SPL100927,SPL,Strongylocentrotus,purpuratus,MOBILE,55,129.11,3.45,18,0.5,60,40.98,0.341
2017-09-27,SPL130927,SPL,Strongylocentrotus,purpuratus,MOBILE,63,57.95,7.45,18,0.5,60,9.34,0.078
2017-09-27,SPL140927,SPL,Strongylocentrotus,purpuratus,MOBILE,43,53.86,3.49,18,0.5,60,7.27,0.061
2017-09-27,SPL170927,SPL,Strongylocentrotus,purpuratus,MOBILE,72,87.47,9.07,18,0.5,60,12.35,0.103
2017-09-27,SPL180927,SPL,Strongylocentrotus,purpuratus,MOBILE,52,75.52,4.59,18,0.5,60,18.64,0.155
2017-09-27,SPL200927,SPL,Strongylocentrotus,purpuratus,MOBILE,57,82.11,5.87,18,0.5,60,12.01,0.1
2017-11-03,STMO31103,STMO,Styela,montereyensi,SESSILE,14,6.19,0.92,17.3,0.5,72,7.01,0.049
2017-10-27,STMO11027,STMO,Styela,montereyensi,SESSILE,24,16.12,5.52,18,0.5,65,13.99,0.108
2017-10-27,STMO21027,STMO,Styela,montereyensi,SESSILE,25,15.68,3.09,18,0.5,65,8.29,0.064
2017-10-27,STMO31027,STMO,Styela,montereyensi,SESSILE,18,7.66,2.15,18,0.5,65,3.76,0.029
2017-10-27,STMO41027,STMO,Styela,montereyensi,SESSILE,17,7.73,1.05,17.4,0.5,65,8.68,0.067
2017-10-27,STMO51027,STMO,Styela,montereyensi,SESSILE,15,9.78,1.3,18,0.5,65,6.85,0.053
2017-10-27,STMO61027,STMO,Styela,montereyensi,SESSILE,18,14.36,2.01,18,0.5,65,5.65,0.043
2017-10-27,STMO71027,STMO,Styela,montereyensi,SESSILE,12,5.51,1,18,0.5,65,4.52,0.035
2017-10-27,STMO81027,STMO,Styela,montereyensi,SESSILE,17,14.09,1.78,18,0.5,65,10.59,0.081
2017-11-03,STMO21103,STMO,Styela,montereyensi,SESSILE,21,17.6,2.4,17.3,0.5,62,15.33,0.124
2017-11-03,STMO11103,STMO,Styela,montereyensi,SESSILE,19,17.4,2.6,17.3,0.5,60,11.13,0.093
2017-11-03,TEAU11103,TEAU,Tethya,aurantia,SESSILE,105,110.21,37.65,17.3,0.5,65,48.07,0.37
2017-11-03,TEAU21103,TEAU,Tethya,aurantia,SESSILE,53,46.77,13.12,17.3,0.5,65,25.04,0.193
2018-09-19,PAIN_1_IVEE,PAIN,Panulirus,interruptus,MOBILE,75,291.02,45.69,18,4,36,437.778,48.642
2018-09-19,PAIN_2_IVEE,PAIN,Panulirus,interruptus,MOBILE,99,653.55,102.61,18,5,38,517.562,68.1
2018-09-19,PAIN_3_IVEE,PAIN,Panulirus,interruptus,MOBILE,77,314.22,49.33,18,4,38,492.061,51.796
2018-09-19,PAIN_8_IVEE,PAIN,Panulirus,interruptus,MOBILE,76,302.48,47.49,18,4,38,430.503,45.316
2018-09-19,PAIN_9_IVEE,PAIN,Panulirus,interruptus,MOBILE,68,218.74,34.34,18,4,34,459.490,54.058
2018-09-19,PAIN_10_IVEE,PAIN,Panulirus,interruptus,MOBILE,85,419.11,65.8,18,4,41,526.423,51.358
2018-09-19,PAIN_11_IVEE,PAIN,Panulirus,interruptus,MOBILE,84,404.9,63.57,18,4,42,505.872,48.178
2018-09-19,PAIN_12_IVEE,PAIN,Panulirus,interruptus,MOBILE,69,228.25,35.83,18,4,40,486.122,48.612
2018-09-19,PAIN_13_IVEE,PAIN,Panulirus,interruptus,MOBILE,85,419.11,65.8,18,4,42,510.563,48.625
2018-09-19,PAIN_14_IVEE,PAIN,Panulirus,interruptus,MOBILE,76,302.48,47.49,18,4,41,477.959,46.63
2018-09-19,PAIN_15_IVEE,PAIN,Panulirus,interruptus,MOBILE,81,364.19,57.18,18,4,41,547.389,53.404
2018-09-19,PAIN_16_IVEE,PAIN,Panulirus,interruptus,MOBILE,79,338.6,53.16,18,3,39,503.872,38.759
2018-09-19,PAIN_17_IVEE,PAIN,Panulirus,interruptus,MOBILE,55,117.87,18.51,18,2,39,521.043,26.72
2018-09-19,PAIN_18_IVEE,PAIN,Panulirus,interruptus,MOBILE,96,597.5,93.81,18,4,40,449.315,44.931
2018-09-19,PAIN_19_IVEE,PAIN,Panulirus,interruptus,MOBILE,70,238.02,37.37,18,2,41,545.390,26.604
2018-09-19,PAIN_20_IVEE,PAIN,Panulirus,interruptus,MOBILE,68,218.74,34.34,18,2,41,510.274,24.891
2018-09-19,PAIN_21_IVEE,PAIN,Panulirus,interruptus,MOBILE,71,248.07,38.95,18,2,40,467.699,23.385
2018-09-19,PAIN_22_IVEE,PAIN,Panulirus,interruptus,MOBILE,61,159.39,25.02,18,2,40,478.885,23.944
2018-09-19,PAIN_23_IVEE,PAIN,Panulirus,interruptus,MOBILE,94,561.95,88.23,18,4,37,480.059,51.898
2018-09-19,PAIN_24_IVEE,PAIN,Panulirus,interruptus,MOBILE,61,159.39,25.02,18,2,34,522.530,30.737
2018-09-19,PAIN_25_IVEE,PAIN,Panulirus,interruptus,MOBILE,54,111.74,17.54,18,1.4,32,507.273,22.193
2018-09-20,AML_1_MOHK,AML,Patiria,miniata,MOBILE,81,21.2,4.43,18,0.5,75,138.21,0.921
2018-09-20,AML_14_MOHK,AML,Patiria,miniata,MOBILE,87,25.73,5.38,18,0.5,76,164.7,1.084
2018-09-20,AML_15_MOHK,AML,Patiria,miniata,MOBILE,152,116.84,24.42,18,1,76,141.23,1.858
2018-09-20,AML_16_MOHK,AML,Patiria,miniata,MOBILE,95,32.66,6.83,18,0.5,76,150.56,0.991
2018-09-20,AML_17_MOHK,AML,Patiria,miniata,MOBILE,82,21.91,4.58,18,0.5,76,79.59,0.524
2018-09-20,AML_18_MOHK,AML,Patiria,miniata,MOBILE,99,36.53,7.63,18,0.5,76,168.92,1.111
2018-09-20,AML_19_MOHK,AML,Patiria,miniata,MOBILE,87,25.73,5.38,18,0.5,75,124.11,0.827
2018-09-20,AML_2_MOHK,AML,Patiria,miniata,MOBILE,102,39.61,8.28,18,0.5,75,151.36,1.009
2018-09-20,AML_20_MOHK,AML,Patiria,miniata,MOBILE,62,10.27,2.15,18,0.5,75,65.28,0.435
2018-09-20,AML_21_MOHK,AML,Patiria,miniata,MOBILE,109,47.42,9.91,18,0.5,75,204.79,1.365
2018-09-20,AML_3_MOHK,AML,Patiria,miniata,MOBILE,101,38.56,8.06,18,0.5,75,107.11,0.714
2018-09-20,PAIN_22_MOHK,PAIN,Panulirus,interruptus,MOBILE,76,302.48,47.5,18,4,30,534.045,71.206
2018-09-20,PAIN_23_MOHK,PAIN,Panulirus,interruptus,MOBILE,78,326.26,51.2,18,4,32,583.792,72.974
2018-09-20,PAIN_24_MOHK,PAIN,Panulirus,interruptus,MOBILE,65,191.79,30.1,18,4,33,578.412,70.111
2018-09-20,PAIN_25_MOHK,PAIN,Panulirus,interruptus,MOBILE,56,124.23,19.5,18,2,32,576.549,36.034
2018-09-20,PAIN_26_MOHK,PAIN,Panulirus,interruptus,MOBILE,63,175.1,27.5,18,2,34,583.765,34.339
2018-09-20,PAIN_27_MOHK,PAIN,Panulirus,interruptus,MOBILE,62,167.12,26.2,18,2,33,511.098,30.976
2018-09-20,PAIN_28_MOHK,PAIN,Panulirus,interruptus,MOBILE,66,200.52,31.5,18,3,33,303.746,27.613
2018-09-20,PAIN_29_MOHK,PAIN,Panulirus,interruptus,MOBILE,69,228.25,35.8,18,3,34,585.983,51.704
2018-09-20,PAIN_30_MOHK,PAIN,Panulirus,interruptus,MOBILE,83,391.02,61.4,18,4,34,565.511,66.531
2018-09-20,PAIN_31_MOHK,PAIN,Panulirus,interruptus,MOBILE,85,419.11,65.8,18,4,35,553.933,63.307
2018-09-20,PGL_10_MOHK,PGL,Pisaster,giganteus,MOBILE,163,85.27,7.6,18,1,75,228.150,3.042
2018-09-20,PGL_11_MOHK,PGL,Pisaster,giganteus,MOBILE,210,133.63,11.9,18,1,75,370.450,4.939
2018-09-20,PGL_12_MOHK,PGL,Pisaster,giganteus,MOBILE,227,153.4,13.7,18,1.5,74,328.990,6.669
2018-09-20,PGL_13_MOHK,PGL,Pisaster,giganteus,MOBILE,330,297.8,26.5,18,2,75,220.540,5.881
2018-09-20,PGL_4_MOHK,PGL,Pisaster,giganteus,MOBILE,184,105.71,9.4,18,1,75,254.420,3.392
2018-09-20,PGL_5_MOHK,PGL,Pisaster,giganteus,MOBILE,280,222.54,19.8,18,2,75,435.240,11.606
2018-09-20,PGL_6_MOHK,PGL,Pisaster,giganteus,MOBILE,269,207.28,18.4,18,2,75,303.950,8.105
2018-09-20,PGL_7_MOHK,PGL,Pisaster,giganteus,MOBILE,300,251.5,22.4,18,2,75,389.240,10.380
2018-09-20,PGL_8_MOHK,PGL,Pisaster,giganteus,MOBILE,210,133.63,11.9,18,2,75,269.140,7.177
2018-09-20,PGL_9_MOHK,PGL,Pisaster,giganteus,MOBILE,198,120.39,10.7,18,2,75,231.810,6.181
2018-09-21,PAIN_1_CARP,PAIN,Panulirus,interruptus,MOBILE,75,291.02,45.7,18,4,36,592.369,65.819
2018-09-21,PAIN_10_CARP,PAIN,Panulirus,interruptus,MOBILE,64,183.32,28.8,18,4,34,546.794,64.329
2018-09-21,PAIN_11_CARP,PAIN,Panulirus,interruptus,MOBILE,63,175.1,27.5,18,4,36,521.846,57.983
2018-09-21,PAIN_12_CARP,PAIN,Panulirus,interruptus,MOBILE,56,124.23,19.5,18,4,56,476.234,34.017
2018-09-21,PAIN_13_CARP,PAIN,Panulirus,interruptus,MOBILE,65,191.79,30.1,18,4,33,453.187,54.932
2018-09-21,PAIN_14_CARP,PAIN,Panulirus,interruptus,MOBILE,57,130.8,20.5,18,4,33,492.890,59.744
2018-09-21,PAIN_15_CARP,PAIN,Panulirus,interruptus,MOBILE,53,105.81,16.6,18,4,33,468.224,56.754
2018-09-21,PAIN_16_CARP,PAIN,Panulirus,interruptus,MOBILE,76,302.48,47.5,18,4,35,533.246,60.942
2018-09-21,PAIN_17_CARP,PAIN,Panulirus,interruptus,MOBILE,87,448.5,70.4,18,6,31,577.009,111.679
2018-09-21,PAIN_18_CARP,PAIN,Panulirus,interruptus,MOBILE,43,57.53,9,18,2,30,371.407,24.760
2018-09-21,PAIN_19_CARP,PAIN,Panulirus,interruptus,MOBILE,79,338.6,53.2,18,4,30,485.654,64.754
2018-09-21,PAIN_2_CARP,PAIN,Panulirus,interruptus,MOBILE,78,326.26,51.2,18,4,36,620.866,68.985
2018-09-21,PAIN_20_CARP,PAIN,Panulirus,interruptus,MOBILE,71,248.07,38.9,18,4,29,516.740,71.274
2018-09-21,PAIN_3_CARP,PAIN,Panulirus,interruptus,MOBILE,67,209.5,32.9,18,4,35,544.585,62.238
2018-09-21,PAIN_4_CARP,PAIN,Panulirus,interruptus,MOBILE,77,314.22,49.3,18,4,35,588.749,67.286
2018-09-21,PAIN_5_CARP,PAIN,Panulirus,interruptus,MOBILE,79,338.6,53.2,18,4,35,600.683,68.649
2018-09-21,PAIN_6_CARP,PAIN,Panulirus,interruptus,MOBILE,67,209.5,32.9,18,4,34,545.697,64.200
2018-09-21,PAIN_7_CARP,PAIN,Panulirus,interruptus,MOBILE,73,268.98,42.2,18,4,35,594.289,67.919
2018-09-21,PAIN_8_CARP,PAIN,Panulirus,interruptus,MOBILE,68,218.74,34.3,18,4,34,584.097,68.717
2018-09-21,PAIN_9_CARP,PAIN,Panulirus,interruptus,MOBILE,58,137.6,21.6,18,4,34,529.273,62.267
2018-10-17,PAIN_1_AQUE,PAIN,Panulirus,interruptus,MOBILE,57,176.927,27.778,18,2,31,535.727,34.563
2018-10-17,PAIN_2_AQUE,PAIN,Panulirus,interruptus,MOBILE,61,215.588,33.847,18,2,33,549.707,33.316
2018-10-17,PAIN_3_AQUE,PAIN,Panulirus,interruptus,MOBILE,84,547.670,85.984,18,4,38,575.783,60.609
2018-10-17,PAIN_4_AQUE,PAIN,Panulirus,interruptus,MOBILE,76,409.130,64.233,18,4,41,541.970,52.875
2018-10-17,PAIN_5_AQUE,PAIN,Panulirus,interruptus,MOBILE,72,349.493,54.870,18,2,41,562.306,27.430
2018-10-17,PAIN_6_AQUE,PAIN,Panulirus,interruptus,MOBILE,54,151.137,23.729,18,2,41,572.648,27.934
2018-10-17,PAIN_7_NAPL,PAIN,Panulirus,interruptus,MOBILE,83,528.887,83.035,18,4,35,480.648,54.931
2018-10-17,PAIN_8_NAPL,PAIN,Panulirus,interruptus,MOBILE,97,832.951,130.773,18,6,38,486.820,76.866
2018-10-17,PAIN_9_NAPL,PAIN,Panulirus,interruptus,MOBILE,74,378.541,59.431,18,7,37,519.687,98.319
2018-10-17,PAIN_10_NAPL,PAIN,Panulirus,interruptus,MOBILE,85,566.886,89.001,18,4,37,533.512,57.677
2018-10-17,PAIN_11_NAPL,PAIN,Panulirus,interruptus,MOBILE,88,627.178,98.467,18,6,38,533.649,84.260
2018-10-17,PAIN_12_NAPL,PAIN,Panulirus,interruptus,MOBILE,71,335.536,52.679,18,4,36,514.415,57.157
2018-10-17,PAIN_13_NAPL,PAIN,Panulirus,interruptus,MOBILE,69,308.730,48.471,18,4,35,551.538,63.033
2018-10-17,PAIN_14_NAPL,PAIN,Panulirus,interruptus,MOBILE,115,1367.847,214.752,18,8,35,487.020,111.319
2018-10-17,PAIN_15_NAPL,PAIN,Panulirus,interruptus,MOBILE,65,259.420,40.729,18,4,33,523.241,63.423
2018-10-17,PAIN_16_NAPL,PAIN,Panulirus,interruptus,MOBILE,103,992.141,155.766,18,8,29,460.505,127.036
2018-10-17,PAIN_17_NAPL,PAIN,Panulirus,interruptus,MOBILE,68,295.872,46.452,18,4,30,433.005,57.734
2018-10-17,PAIN_18_NAPL,PAIN,Panulirus,interruptus,MOBILE,71,335.536,52.679,18,4,31,541.047,69.813
2018-10-17,PAIN_19_NAPL,PAIN,Panulirus,interruptus,MOBILE,75,393.640,61.802,18,4,31,511.926,66.055
2018-10-17,PAIN_20_NAPL,PAIN,Panulirus,interruptus,MOBILE,119,1511.149,237.250,18,8,30,546.856,145.828
